player_id,minutes_played_season,goals_total,assists_total,yellow_cards,red_cards,market_value_eur,player_name,date_of_birth,position,sub_position,age,transfer_fee_eur,season_year,competition_and_season,sb_matches_played,sb_goals,sb_assists,sb_shots,sb_xg,sb_passes,sb_pass_completed,sb_tackles,sb_interceptions,sb_dribbles_completed,sb_minutes_played,sb_pass_accuracy,bmi,season_days_injured,days_injured_prev_season,cumulative_days_injured,injury_days_per_game,injury_trend,severe_injury_this_season,injury_risk_score,fan_sentiment,media_sentiment
43250,2808,2,2,6,0,28000000,Jan Vertonghen,24-04-1987,Defender,Centre-Back,31,0,2018,FIFA World Cup_2018,6,1,0,2,0.034795094,352,299,11,5,2,94,0.849431818,24.1687896,120,35,205,5.217391304,85,1,0.35875459,0.175554405,-0.152597712
43250,3426,1,0,3,0,6000000,Jan Vertonghen,24-04-1987,Defender,Centre-Back,33,0,2020,UEFA Euro_2020,4,0,0,0,0,309,282,5,2,2,95,0.912621359,24.1687896,24,120,410,1.043478261,-96,0,0.218136313,0.503072491,0.196818719
43250,2078,1,0,3,0,1500000,Jan Vertonghen,24-04-1987,Defender,Centre-Back,35,0,2022,FIFA World Cup_2022,3,0,0,2,0.10772621,264,237,0,3,0,94,0.897727273,24.1687896,0,0,0,0,0,0,0,0.351752668,-0.241791978
43250,297,0,0,1,0,1000000,Jan Vertonghen,24-04-1987,Defender,Centre-Back,37,0,2024,UEFA Euro_2024,3,0,0,1,0.104912855,207,193,4,1,0,91,0.93236715,24.1687896,0,0,0,0,0,0,0,0.16731064,0.562531429
43256,2584,0,0,2,1,1500000,Paul Baysse,18-05-1988,Defender,Centre-Back,27,0,2015,Ligue 1_2015/2016,30,0,0,14,1.653312716,1718,1492,55,46,11,98,0.868451688,23.83673469,0,0,0,0,0,0,0,-0.212794278,-0.149292421
43256,1896,1,0,1,1,2500000,Paul Baysse,18-05-1988,Defender,Centre-Back,29,0,2017,La Liga_2017/2018,1,0,0,1,0.05474838,26,20,3,1,0,92,0.769230769,23.83673469,0,0,0,0,0,0,0,-0.456467904,0.314006313
43257,1091,0,0,3,1,1000000,Romain Brégerie,09-08-1986,Defender,Centre-Back,29,0,2015,1. Bundesliga_2015/2016,21,0,0,15,1.012296927,378,246,26,18,0,96,0.650793651,23.83673469,0,0,0,0,0,0,0,0.587672267,-0.007208843
43264,2682,0,7,5,0,6000000,Benoît Trémoulinas,28-12-1985,Defender,Left-Back,29,0,2014,La Liga_2014/2015,1,0,0,0,0,40,29,0,0,2,92,0.725,23.83673469,0,0,0,0,0,0,0,0.407834083,0.072593726
43264,3264,1,3,4,0,7000000,Benoît Trémoulinas,28-12-1985,Defender,Left-Back,30,0,2015,La Liga_2015/2016,24,0,3,13,0.794651972,1185,867,30,26,13,94,0.73164557,23.83673469,0,0,0,0,0,0,0,0.100201476,0.182694577
43274,1333,1,2,2,0,4000000,Stefan Reinartz,01-01-1989,Midfield,Defensive Midfield,26,0,2015,1. Bundesliga_2015/2016,15,1,1,8,0.501846548,841,706,24,21,4,94,0.839476813,23.83673469,0,0,0,0,0,0,0,0.315298334,0.417301851
43458,2764,1,2,13,0,3500000,Clément Chantôme,11-09-1987,Midfield,Defensive Midfield,28,0,2015,Ligue 1_2015/2016,25,1,0,14,0.975123052,1529,1347,67,31,10,95,0.880967953,23.83673469,0,0,0,0,0,0,0,-0.429894515,-0.199449607
43512,1885,1,0,2,1,18000000,Ömer Toprak,21-07-1989,Defender,Centre-Back,26,0,2015,1. Bundesliga_2015/2016,19,1,0,11,1.623481716,722,554,39,33,6,94,0.767313019,23.83673469,0,0,0,0,0,0,0,-0.5558504,-0.154947156
43760,1287,0,2,2,0,1800000,Kévin Constant,10-05-1987,Midfield,Central Midfield,28,0,2015,Serie A_2015/2016,7,0,0,0,0,234,194,6,2,2,93,0.829059829,25.53400767,0,0,0,0,0,0,0,0.802024725,0.02440185
43763,3187,0,1,10,0,5000000,Erik Pieters,07-08-1988,Defender,Centre-Back,27,0,2015,Premier League_2015/2016,35,0,1,5,0.07677498,1956,1465,119,74,12,95,0.748977505,25.53400767,0,0,0,0,0,0,0,0.575935707,-0.097316612
43824,3150,0,0,1,0,1000000,Kevin Müller,15-03-1991,Goalkeeper,Goalkeeper,32,0,2023,1. Bundesliga_2023/2024,2,0,0,0,0,80,52,1,0,0,94,0.65,21.30177515,0,0,0,0,0,0,0,0.194144377,0.045959383
43942,356,0,0,0,0,1000000,Issiar Dia,08-06-1987,Attack,Right Winger,28,0,2015,Ligue 1_2015/2016,11,0,0,6,0.390406554,124,82,4,0,9,95,0.661290323,21.30177515,0,0,0,0,0,0,0,0.126704969,-0.054969857
43984,2368,1,3,3,0,2500000,Daniel Brosinski,17-07-1988,Defender,Right-Back,27,0,2015,1. Bundesliga_2015/2016,30,1,2,15,0.840118676,1362,933,46,26,18,93,0.685022026,21.30177515,0,0,0,0,0,0,0,0.386262686,-0.027262763
44027,1781,14,4,5,0,3500000,Ikechukwu Uche,05-01-1984,Attack,Centre-Forward,29,0,2013,La Liga_2013/2014,1,0,0,0,0,2,2,0,0,0,90,1,21.30177515,0,0,0,0,0,0,0,-0.246667603,0.171143864
44027,80,0,0,0,0,2000000,Ikechukwu Uche,05-01-1984,Attack,Centre-Forward,31,0,2015,La Liga_2015/2016,3,0,0,1,0.0403415,27,22,0,0,1,90,0.814814815,21.30177515,0,0,0,0,0,0,0,0.109894267,0.365721525
44045,2948,5,2,2,0,2500000,Kévin Monnet-Paquet,19-08-1988,Attack,Left Winger,27,0,2015,Ligue 1_2015/2016,30,2,2,44,3.705912251,777,545,36,14,38,95,0.701415701,21.30177515,0,0,0,0,0,0,0,0.393616087,0.276250289
44058,3739,0,0,2,0,12000000,Wojciech Szczesny,18-04-1990,Goalkeeper,Goalkeeper,25,0,2015,Serie A_2015/2016,34,0,0,0,0,1242,892,0,1,2,95,0.718196457,21.30177515,0,0,0,0,0,0,0,0.04392997,0.423277643
44058,3690,0,0,1,0,35000000,Wojciech Szczesny,18-04-1990,Goalkeeper,Goalkeeper,28,0,2018,FIFA World Cup_2018,2,0,0,0,0,42,32,0,0,0,94,0.761904762,21.30177515,0,0,0,0,0,0,0,0.387698958,0.560104921
44058,3428,0,1,0,0,25000000,Wojciech Szczesny,18-04-1990,Goalkeeper,Goalkeeper,30,0,2020,UEFA Euro_2020,3,0,0,0,0,66,39,0,0,0,94,0.590909091,21.30177515,0,0,0,0,0,0,0,0.447504757,0.773491076
44058,3537,0,0,1,0,10000000,Wojciech Szczesny,18-04-1990,Goalkeeper,Goalkeeper,32,0,2022,FIFA World Cup_2022,4,0,0,0,0,146,88,0,0,1,96,0.602739726,21.30177515,0,0,0,0,0,0,0,-0.030882446,0.412520903
44058,1856,0,0,0,1,1000000,Wojciech Szczesny,18-04-1990,Goalkeeper,Goalkeeper,34,0,2024,UEFA Euro_2024,2,0,0,0,0,65,42,0,0,0,94,0.646153846,21.30177515,0,0,0,0,0,0,0,0.410930135,0.045444055
44059,2188,3,1,10,1,4000000,Ervin Zukanovic,11-02-1987,Defender,Centre-Back,28,4280000,2015,Serie A_2015/2016,25,3,1,11,0.921250412,999,823,9,23,3,95,0.823823824,21.30177515,0,0,0,0,0,0,0,0.314025387,-0.327603266
44162,3344,12,11,12,0,35000000,Miralem Pjanić,02-04-1990,Midfield,Central Midfield,25,0,2015,Serie A_2015/2016,33,10,11,68,6.058564578,2395,1914,36,39,26,95,0.799164927,21.30177515,0,0,0,0,0,0,0,-0.083542266,0.440739866
44162,3428,8,14,10,0,40000000,Miralem Pjanić,02-04-1990,Midfield,Central Midfield,26,32000000,2016,Champions League_2016/2017,1,0,0,3,0.14013331,51,41,0,0,2,70,0.803921569,21.30177515,0,0,0,0,0,0,0,-0.446950653,0.22664605
44162,1296,0,0,3,0,20000000,Miralem Pjanić,02-04-1990,Midfield,Central Midfield,30,60000000,2020,La Liga_2020/2021,17,0,0,14,0.969451416,675,617,7,5,6,94,0.914074074,21.30177515,0,0,0,0,0,0,0,-0.120404102,0.482260359
44227,360,0,0,0,0,600000,Ivan Kelava,20-02-1988,Goalkeeper,Goalkeeper,27,0,2015,La Liga_2015/2016,1,0,0,0,0,0,0,0,0,0,76,0,21.30177515,0,0,0,0,0,0,0,0.374873762,-0.146323891
44281,1003,1,0,2,0,400000,Adriano Russo,06-06-1987,Defender,Centre-Back,28,0,2015,Serie A_2015/2016,10,1,0,1,0.1262766,229,175,30,4,0,95,0.76419214,21.30177515,0,0,0,0,0,0,0,0.198044718,0.295899809
44317,1641,0,1,7,0,600000,Bojan Jokic,17-05-1986,Defender,Left-Back,27,0,2013,La Liga_2013/2014,1,0,0,0,0,35,24,6,2,0,92,0.685714286,21.30177515,0,0,0,0,0,0,0,-0.121710265,0.137220646
44317,540,0,0,4,0,700000,Bojan Jokic,17-05-1986,Defender,Left-Back,29,0,2015,La Liga_2015/2016,2,0,0,0,0,67,49,1,4,0,90,0.731343284,21.30177515,0,0,0,0,0,0,0,0.225509338,-0.362548866
44327,1354,0,0,7,0,7500000,Andrea Ranocchia,16-02-1988,Defender,Centre-Back,27,0,2015,Serie A_2015/2016,23,0,0,9,0.978446637,668,549,24,19,3,95,0.821856287,21.30177515,11,0,0,0.647058824,11,0,0.256856393,0.033065288,-0.006592236
44421,1792,1,0,2,1,250000,Cédric Avinel,11-09-1986,Defender,Centre-Back,36,0,2022,Ligue 1_2022/2023,2,0,0,0,0,40,37,2,3,0,92,0.925,21.32943755,0,0,0,0,0,0,0,0.536056759,0.121390886
44466,493,1,2,1,0,8000000,Sebastian Rode,11-10-1990,Midfield,Central Midfield,25,0,2015,1. Bundesliga_2015/2016,15,1,1,7,0.824101604,311,273,9,2,4,93,0.877813505,21.32943755,0,0,0,0,0,0,0,0.655766068,0.407683939
44514,1754,6,1,6,2,1500000,Federico Piovaccari,01-09-1984,Attack,Centre-Forward,30,0,2014,La Liga_2014/2015,2,0,0,2,0.22940587,18,13,1,0,2,92,0.722222222,21.32943755,0,0,0,0,0,0,0,0.078708222,-0.451989038
44521,2676,2,7,5,0,7000000,Kevin Großkreutz,19-07-1988,Defender,Right-Back,24,0,2012,Champions League_2012/2013,1,0,0,1,0.033446345,20,16,0,0,1,86,0.8,21.32943755,0,0,0,0,0,0,0,0.281420516,0.198337741
44521,990,0,0,4,0,2500000,Kevin Großkreutz,19-07-1988,Defender,Right-Back,27,0,2015,1. Bundesliga_2015/2016,10,0,0,6,0.597467358,448,339,29,8,3,93,0.756696429,21.32943755,0,0,0,0,0,0,0,-0.147984549,0.383588348
44594,3540,0,0,4,0,2500000,Felix Wiedwald,15-03-1990,Goalkeeper,Goalkeeper,25,0,2015,1. Bundesliga_2015/2016,34,0,0,1,0.06938283,1033,633,0,0,1,94,0.612778316,21.32943755,0,0,0,0,0,0,0,-0.03686985,-0.097223087
44607,90,0,0,0,0,150000,Tom Mickel,19-04-1989,Goalkeeper,Goalkeeper,26,0,2015,1. Bundesliga_2015/2016,1,0,0,0,0,24,17,0,0,0,92,0.708333333,21.32943755,0,0,0,0,0,0,0,0.244566505,0.238631025
44686,2546,2,0,14,1,1000000,Yannick Cahuzac,18-01-1985,Midfield,Defensive Midfield,30,0,2015,Ligue 1_2015/2016,30,2,0,11,1.378218126,1167,933,76,42,14,95,0.799485861,23.35563691,0,0,0,0,0,0,0,0.000873451,-0.612000715
44686,611,0,0,1,0,300000,Yannick Cahuzac,18-01-1985,Midfield,Defensive Midfield,36,0,2021,Ligue 1_2021/2022,1,0,0,0,0,2,1,0,0,0,92,0.5,23.35563691,0,0,0,0,0,0,0,-0.125134649,-0.359486643
44688,1586,0,0,2,1,500000,Gilles Cioni,14-06-1984,Defender,Right-Back,31,0,2015,Ligue 1_2015/2016,19,0,0,3,0.039570867,683,458,21,27,3,93,0.67057101,23.35563691,0,0,0,0,0,0,0,-0.188698609,0.070804761
44709,329,0,0,1,0,1000000,Paolo De Ceglie,17-09-1986,Defender,Left-Back,29,0,2015,Ligue 1_2015/2016,7,0,0,3,0.191318832,155,119,8,6,2,95,0.767741935,23.35563691,0,0,0,0,0,0,0,0.311247569,-0.212115693
44713,1801,6,5,1,0,2500000,Christian Clemens,04-08-1991,Attack,Right Winger,24,0,2015,1. Bundesliga_2015/2016,28,5,2,43,3.828590837,535,337,28,12,18,92,0.629906542,23.35563691,0,0,0,0,0,0,0,0.551434689,0.037350703
44716,4340,3,10,12,0,27000000,Claudio Marchisio,19-01-1986,Midfield,Central Midfield,28,0,2014,Champions League_2014/2015,1,0,0,3,0.066509395,35,28,2,1,0,96,0.8,23.35563691,0,0,0,0,0,0,0,0.099241721,-0.023059023
44716,2692,0,2,10,0,30000000,Claudio Marchisio,19-01-1986,Midfield,Central Midfield,29,0,2015,Serie A_2015/2016,23,0,2,26,0.718096953,1509,1318,49,36,16,94,0.87342611,23.35563691,0,0,0,0,0,0,0,-0.247201996,0.148910936
44716,2043,2,3,4,0,25000000,Claudio Marchisio,19-01-1986,Midfield,Central Midfield,30,0,2016,Champions League_2016/2017,1,0,0,0,0,19,14,1,0,0,93,0.736842105,23.35563691,0,0,0,0,0,0,0,-0.1426766,0.100854096
44792,1043,1,0,0,0,13000000,Kieran Gibbs,26-09-1989,Defender,Left-Back,26,0,2015,Premier League_2015/2016,15,1,0,5,0.674481988,219,163,13,7,4,94,0.744292237,21.92860325,21,0,0,1.75,21,0,0.267611003,0.253282335,0.593999329
44834,983,0,3,2,0,5500000,Andrea Poli,29-09-1989,Midfield,Central Midfield,26,0,2015,Serie A_2015/2016,18,0,1,5,0.16672225,277,237,12,12,7,95,0.855595668,23.58983547,0,0,0,0,0,0,0,0.217555503,0.254940865
44855,1310,1,2,3,0,4000000,Dame N'Doye,21-02-1985,Attack,Centre-Forward,30,0,2015,Premier League_2015/2016,11,1,0,11,0.705131083,194,130,15,6,5,95,0.670103093,23.58983547,0,0,0,0,0,0,0,0.311883471,0.098427725
44983,2475,3,2,7,0,2000000,Dan Gosling,01-02-1990,Midfield,Central Midfield,25,0,2015,Premier League_2015/2016,34,3,1,40,3.079595965,1230,1029,75,26,34,98,0.836585366,23.58983547,0,0,0,0,0,0,0,0.050040433,0.474612311
45121,439,1,1,0,0,10000000,Loïc Rémy,02-01-1987,Attack,Centre-Forward,28,0,2015,Premier League_2015/2016,13,1,0,13,1.647004704,103,87,0,0,8,96,0.844660194,22.22222222,0,0,0,0,0,0,0,0.4764515,0.250706882
45178,934,1,0,2,0,4000000,Valentin Stocker,12-04-1989,Attack,Left Winger,26,0,2015,1. Bundesliga_2015/2016,20,1,0,15,1.287724976,212,125,17,6,8,94,0.589622642,22.22222222,0,0,0,0,0,0,0,-0.239537791,0.297595895
45184,4101,4,1,19,1,12000000,Grzegorz Krychowiak,29-01-1990,Midfield,Defensive Midfield,24,0,2014,La Liga_2014/2015,2,0,0,1,0.031743642,55,51,13,6,0,91,0.927272727,22.22222222,0,0,0,0,0,0,0,-0.576650719,-0.776289981
45184,3656,1,5,11,0,30000000,Grzegorz Krychowiak,29-01-1990,Midfield,Defensive Midfield,25,0,2015,La Liga_2015/2016,26,0,0,22,1.863540542,1230,1021,72,74,12,94,0.830081301,22.22222222,0,0,0,0,0,0,0,0.194996931,-0.126255015
45184,3497,2,4,10,1,18000000,Grzegorz Krychowiak,29-01-1990,Midfield,Defensive Midfield,28,0,2018,FIFA World Cup_2018,3,1,0,2,0.56712647,180,150,5,5,1,94,0.833333333,22.22222222,0,0,0,0,0,0,0,-0.116926428,-0.103842222
45184,3071,11,4,12,0,15000000,Grzegorz Krychowiak,29-01-1990,Midfield,Defensive Midfield,30,0,2020,UEFA Euro_2020,2,0,0,4,0.120148796,84,64,2,4,0,77,0.761904762,22.22222222,0,0,0,0,0,0,0,0.049982073,-0.5012982
45237,2942,2,4,9,0,2000000,Julian Palmieri,07-12-1986,Defender,Left-Back,29,0,2015,Ligue 1_2015/2016,33,2,2,17,1.218557609,1578,1149,97,65,45,97,0.728136882,22.22222222,0,0,0,0,0,0,0,0.073066163,-0.00342904
45333,2795,2,2,9,0,17000000,James McCarthy,12-11-1990,Midfield,Central Midfield,25,0,2015,Premier League_2015/2016,29,2,2,17,1.017741553,1389,1195,82,34,9,96,0.860331174,22.22222222,160,0,0,12.30769231,160,1,0.417100094,-0.392045263,-0.129228445
45395,3016,3,4,7,0,4000000,Jonathan Howson,21-05-1988,Midfield,Central Midfield,27,0,2015,Premier League_2015/2016,36,3,4,35,2.355365112,1338,999,82,38,33,95,0.746636771,22.95684114,0,0,0,0,0,0,0,-0.437998393,0.056038511
45494,3180,0,0,1,0,3500000,Wayne Hennessey,24-01-1987,Goalkeeper,Goalkeeper,28,0,2015,Premier League_2015/2016,29,0,0,0,0,869,431,0,0,0,95,0.495972382,22.95684114,0,0,0,0,0,0,0,0.480913838,0.276691994
45494,361,0,0,0,0,400000,Wayne Hennessey,24-01-1987,Goalkeeper,Goalkeeper,35,0,2022,FIFA World Cup_2022,2,0,0,0,0,66,52,0,0,0,96,0.787878788,22.95684114,0,0,0,0,0,0,0,-0.152205166,0.147927575
45548,1754,2,5,3,0,7500000,Gregory van der Wiel,03-02-1988,Defender,Right-Back,27,0,2015,Ligue 1_2015/2016,17,2,3,8,1.151667199,1113,962,39,30,7,94,0.864330638,23.29122996,0,0,0,0,0,0,0,0.453640545,0.206267846
45565,2695,3,3,3,0,7500000,Luca Antonelli,11-02-1987,Defender,Left-Back,28,0,2015,Serie A_2015/2016,28,3,1,19,1.591475649,1555,1234,91,27,21,94,0.793569132,23.29122996,0,0,0,0,0,0,0,0.418327821,0.169909051
45639,1205,2,2,13,0,2500000,Mubarak Wakaso,25-07-1990,Midfield,Central Midfield,25,0,2015,La Liga_2015/2016,19,1,0,19,0.449697759,497,394,28,16,21,93,0.792756539,23.29122996,0,0,0,0,0,0,0,-0.099749585,-0.149940524
45639,1346,0,2,7,0,1200000,Mubarak Wakaso,25-07-1990,Midfield,Central Midfield,27,0,2017,La Liga_2017/2018,2,0,0,0,0,47,32,7,6,0,91,0.680851064,23.29122996,0,0,0,0,0,0,0,-0.135591124,0.130013913
45639,1664,1,1,9,0,2500000,Mubarak Wakaso,25-07-1990,Midfield,Central Midfield,28,0,2018,La Liga_2018/2019,2,0,0,2,0.042101944,56,38,8,2,0,92,0.678571429,23.29122996,0,0,0,0,0,0,0,-0.231521291,-0.12180144
45639,1378,0,0,13,0,2000000,Mubarak Wakaso,25-07-1990,Midfield,Central Midfield,29,0,2019,La Liga_2019/2020,1,0,0,1,0.19581017,19,14,2,0,3,70,0.736842105,23.29122996,0,0,0,0,0,0,0,-0.454021608,-0.324895436
45662,2382,4,3,4,0,2500000,Alexander Esswein,25-03-1990,Attack,Right Winger,25,0,2015,1. Bundesliga_2015/2016,29,3,1,47,2.190062289,568,377,31,17,30,93,0.663732394,23.29122996,0,0,0,0,0,0,0,0.165619084,0.328412954
45668,2232,3,6,7,0,1500000,Konstantin Rausch,15-03-1990,Defender,Left-Back,25,0,2015,1. Bundesliga_2015/2016,31,2,5,39,1.705432032,633,330,29,21,7,93,0.521327014,23.29122996,0,0,0,0,0,0,0,-0.02371204,-0.218414519
45671,142,1,0,1,0,1200000,Cenk Tosun,07-06-1991,Attack,Centre-Forward,33,0,2024,UEFA Euro_2024,2,1,0,3,0.205889207,4,2,0,0,0,93,0.5,23.29122996,0,0,0,0,0,0,0,0.062937367,0.013131539
45672,4095,0,0,1,0,12000000,Kevin Trapp,08-07-1990,Goalkeeper,Goalkeeper,25,9500000,2015,Ligue 1_2015/2016,34,0,0,0,0,877,742,0,0,0,94,0.846066135,24.28555092,0,0,0,0,0,0,0,0.239217853,0.075634229
45672,3240,0,0,2,0,4000000,Kevin Trapp,08-07-1990,Goalkeeper,Goalkeeper,33,0,2023,1. Bundesliga_2023/2024,2,0,0,0,0,77,58,0,0,0,95,0.753246753,24.28555092,0,0,0,0,0,0,0,1,0.166971538
45683,2714,1,0,6,0,1500000,Manuel Gulde,12-02-1991,Defender,Centre-Back,32,0,2023,1. Bundesliga_2023/2024,2,1,0,2,0.34743501,62,56,4,2,0,95,0.903225806,24.28555092,0,0,0,0,0,0,0,0.176273912,0.276648744
45693,889,4,0,2,0,4000000,Glenn Murray,25-09-1983,Attack,Centre-Forward,32,0,2015,Premier League_2015/2016,21,3,0,27,4.633835496,202,134,11,0,8,97,0.663366337,24.28555092,0,0,0,0,0,0,0,-0.255790256,0.314177468
45826,983,0,3,2,0,2500000,Josip Pivaric,30-01-1989,Defender,Left-Back,29,0,2018,FIFA World Cup_2018,4,0,0,3,0.83087894,158,123,2,1,7,126,0.778481013,20.83276226,0,0,0,0,0,0,0,-0.136004082,0.006393015
45846,595,1,0,0,0,1000000,Saidi Ntibazonkiza,01-05-1987,Midfield,Attacking Midfield,28,0,2015,Ligue 1_2015/2016,13,1,0,21,1.68573405,162,104,18,5,12,94,0.641975309,20.83276226,0,0,0,0,0,0,0,0.251718247,0.406625727
45861,1787,0,0,4,0,11000000,Ryan Shawcross,04-10-1987,Defender,Centre-Back,28,0,2015,Premier League_2015/2016,20,0,0,8,0.974543074,590,448,44,26,4,93,0.759322034,20.83276226,18,0,0,0.5,18,0,0.26438462,-0.274698578,0.220532734
46001,3312,1,8,3,0,13000000,Moussa Sissoko,16-08-1989,Midfield,Central Midfield,26,0,2015,Premier League_2015/2016,37,1,7,39,3.692096528,1576,1142,59,28,78,97,0.724619289,25.2604688,0,0,0,0,0,0,0,0.47669782,0.091750352
46001,3067,0,5,4,0,25000000,Moussa Sissoko,16-08-1989,Midfield,Central Midfield,29,0,2018,Champions League_2018/2019,1,0,0,1,0.026188651,34,29,4,1,0,73,0.852941176,25.2604688,68,0,0,2.266666667,68,1,0.318157674,0.272041592,0.132198534
46001,2311,0,0,4,0,10000000,Moussa Sissoko,16-08-1989,Midfield,Central Midfield,31,0,2020,UEFA Euro_2020,2,0,0,1,0.02829517,19,15,0,0,1,118,0.789473684,25.2604688,78,68,146,2.6,10,1,0.298796936,0.246164551,0.09594361
46001,2441,2,0,4,0,2500000,Moussa Sissoko,16-08-1989,Midfield,Central Midfield,33,2000000,2022,Ligue 1_2022/2023,1,0,0,1,0.026508642,34,28,4,2,0,80,0.823529412,25.2604688,0,0,0,0,0,0,0,1,0.409192865
46083,3324,3,2,7,1,10000000,Domagoj Vida,29-04-1989,Defender,Centre-Back,29,0,2018,FIFA World Cup_2018,6,2,1,4,1.16097505,317,260,5,8,0,126,0.820189274,24.50434395,0,0,0,0,0,0,0,-0.32067921,-0.192311467
46083,3111,5,0,5,0,4000000,Domagoj Vida,29-04-1989,Defender,Centre-Back,31,0,2020,UEFA Euro_2020,4,0,0,0,0,175,164,1,8,0,119,0.937142857,24.50434395,0,0,0,0,0,0,0,0.618227757,0.28585179
46104,1715,7,4,4,0,15000000,Stevan Jovetic,02-11-1989,Attack,Centre-Forward,26,0,2015,Serie A_2015/2016,26,6,2,70,7.747629789,892,640,24,5,31,95,0.717488789,24.50434395,0,0,0,0,0,0,0,0.254321359,0.135195624
46104,1451,7,5,6,0,10000000,Stevan Jovetic,02-11-1989,Attack,Centre-Forward,27,13500000,2016,La Liga_2016/2017,1,0,0,1,0.06181901,5,3,0,0,0,88,0.6,24.50434395,0,0,0,0,0,0,0,0.502425301,0.039545329
46105,2148,0,0,8,0,2000000,Ivan Radovanovic,29-08-1988,Midfield,Defensive Midfield,27,0,2015,Serie A_2015/2016,26,0,0,18,0.39616906,1364,1085,35,22,10,94,0.795454545,24.50434395,0,0,0,0,0,0,0,0.024658369,-0.127314766
46110,1143,0,0,3,0,2800000,Ljubomir Fejsa,14-08-1988,Midfield,Defensive Midfield,31,0,2019,La Liga_2019/2020,1,0,0,0,0,17,16,2,0,1,94,0.941176471,24.50434395,0,0,0,0,0,0,0,0.679996735,0.224649302
46156,2852,3,4,3,0,11000000,Aleksandar Kolarov,10-11-1985,Defender,Left-Back,30,0,2015,Premier League_2015/2016,29,3,3,41,1.892182556,1774,1339,33,25,21,96,0.754791432,24.50434395,0,0,0,0,0,0,0,-0.197381067,0.185493942
46156,3747,9,2,8,0,8000000,Aleksandar Kolarov,10-11-1985,Defender,Left-Back,33,0,2018,FIFA World Cup_2018,3,1,0,2,0.017424035,138,103,2,8,0,95,0.746376812,24.50434395,0,0,0,0,0,0,0,0.322431303,-0.179255084
46405,1575,0,1,2,0,6500000,Lovre Kalinic,03-04-1990,Goalkeeper,Goalkeeper,28,0,2018,FIFA World Cup_2018,1,0,0,0,0,16,5,0,0,0,93,0.3125,24.50434395,235,0,0,235,235,1,0.497759675,0.143306927,-0.085095596
46413,2872,13,3,12,0,6000000,Ante Budimir,22-07-1991,Attack,Centre-Forward,28,2200000,2019,La Liga_2019/2020,2,2,0,4,0.708357654,37,27,2,0,1,84,0.72972973,26.77856792,0,0,0,0,0,0,0,-0.139427037,0.133555146
46413,1762,12,0,4,0,9000000,Ante Budimir,22-07-1991,Attack,Centre-Forward,29,0,2020,La Liga_2020/2021,2,0,0,3,0.450160854,29,22,2,0,0,92,0.75862069,26.77856792,0,0,0,0,0,0,0,0.247450615,-0.112138189
46413,1762,12,0,4,0,9000000,Ante Budimir,22-07-1991,Attack,Centre-Forward,29,0,2020,UEFA Euro_2020,1,0,0,2,0.82241868,7,6,1,0,0,118,0.857142857,26.77856792,0,0,0,0,0,0,0,0.065906779,0.535575037
46413,2169,8,1,6,0,6000000,Ante Budimir,22-07-1991,Attack,Centre-Forward,31,0,2022,FIFA World Cup_2022,2,0,0,1,0.10111922,6,4,1,0,0,118,0.666666667,26.77856792,0,0,0,0,0,0,0,-0.107929485,0.147639188
46413,2574,18,2,4,0,5000000,Ante Budimir,22-07-1991,Attack,Centre-Forward,33,0,2024,UEFA Euro_2024,3,0,1,4,0.517704002,15,7,1,1,1,96,0.466666667,26.77856792,0,0,0,0,0,0,0,0.286122559,0.097983601
46415,2066,7,3,3,0,3000000,Duje Cop,01-02-1990,Attack,Centre-Forward,25,0,2015,La Liga_2015/2016,31,7,3,49,8.422923594,690,467,22,15,16,93,0.676811594,26.77856792,0,0,0,0,0,0,0,-0.093162237,0.020706582
46415,1029,0,0,3,0,1500000,Duje Cop,01-02-1990,Attack,Centre-Forward,28,0,2018,La Liga_2018/2019,1,0,0,0,0,7,7,0,0,1,93,1,26.77856792,0,0,0,0,0,0,0,0.125080013,0.788751445
46552,3142,0,1,10,0,10000000,Kamil Glik,03-02-1988,Defender,Centre-Back,27,0,2015,Serie A_2015/2016,33,0,0,20,1.658554954,1657,1461,46,35,4,96,0.881713941,26.77856792,0,0,0,0,0,0,0,-0.325300067,0.261227109
46552,3496,1,0,10,0,8000000,Kamil Glik,03-02-1988,Defender,Centre-Back,30,0,2018,FIFA World Cup_2018,2,0,0,1,0.06256303,78,67,1,0,0,93,0.858974359,26.77856792,0,0,0,0,0,0,0,0.058432332,0.079122521
46552,3297,2,1,9,0,2000000,Kamil Glik,03-02-1988,Defender,Centre-Back,32,0,2020,UEFA Euro_2020,3,0,0,1,0.097363286,141,120,4,4,0,94,0.85106383,26.77856792,0,0,0,0,0,0,0,0.110471813,-0.077650154
46580,1107,5,4,2,0,7500000,Andrej Kramaric,19-06-1991,Midfield,Attacking Midfield,24,0,2015,1. Bundesliga_2015/2016,15,5,2,42,6.370323885,336,253,4,3,26,92,0.75297619,26.77856792,0,0,0,0,0,0,0,0.465260016,0.382477588
46580,1107,5,4,2,0,7500000,Andrej Kramaric,19-06-1991,Midfield,Attacking Midfield,24,0,2015,Premier League_2015/2016,2,0,1,1,0.36157164,15,11,2,0,0,94,0.733333333,26.77856792,0,0,0,0,0,0,0,0.459569196,0.268363321
