player_name,season,matches_played,goals,assists,shots,xg,passes,pass_completed,tackles,interceptions,dribbles_completed,minutes_played,pass_accuracy
Filip Helander,UEFA Euro_2020,1,0,0,0,0.0,3,3,0,1,0,122,1.0
Filip Kostić,1. Bundesliga_2015/2016,30,5,5,47,4.8148091752,1089,589,41,28,50,92,0.5408631772268135
Filip Kostić,FIFA World Cup_2018,3,0,0,4,1.0443007670000002,49,27,7,1,3,97,0.5510204081632653
Filip Kostić,FIFA World Cup_2022,2,0,0,1,0.012009094,112,73,3,1,0,99,0.6517857142857143
Filip Kostić,UEFA Euro_2024,1,0,0,0,0.0,15,8,1,0,0,43,0.5333333333333333
Filip Mladenović,1. Bundesliga_2015/2016,14,0,2,13,0.5377808119,383,277,17,10,5,93,0.7232375979112271
Filip Mladenović,FIFA World Cup_2022,1,0,0,1,0.026318645,24,19,1,0,1,65,0.7916666666666666
Filip Mladenović,UEFA Euro_2024,3,0,0,0,0.0,65,46,2,2,1,94,0.7076923076923077
Filip Stojilković,1. Bundesliga_2023/2024,1,0,0,0,0.0,3,0,0,0,0,92,0.0
Filip Yavorov Krastev,Major League Soccer_2023,1,0,0,1,0.005950014,4,4,0,0,1,95,1.0
Filip Đorđević,Serie A_2015/2016,27,3,2,20,2.8773296580000003,338,238,10,5,4,96,0.7041420118343196
Filip Đuričić,FIFA World Cup_2022,2,0,0,0,0.0,6,5,0,0,0,99,0.8333333333333334
Filipe Augusto Carvalho Souza,La Liga_2014/2015,1,0,0,0,0.0,1,0,0,1,0,92,0.0
Filipe Luís Kasmirski,Champions League_2013/2014,1,0,0,0,0.0,39,32,3,0,0,82,0.8205128205128205
Filipe Luís Kasmirski,Champions League_2015/2016,1,0,0,0,0.0,90,74,2,0,4,108,0.8222222222222222
Filipe Luís Kasmirski,FIFA World Cup_2018,2,0,0,1,0.03148136,129,113,6,2,1,96,0.875968992248062
Filipe Luís Kasmirski,La Liga_2007/2008,1,0,0,1,0.0066179563,32,21,11,2,2,93,0.65625
Filipe Luís Kasmirski,La Liga_2008/2009,1,0,0,0,0.0,36,28,8,0,3,90,0.7777777777777778
Filipe Luís Kasmirski,La Liga_2009/2010,1,0,0,0,0.0,35,29,4,1,1,91,0.8285714285714286
Filipe Luís Kasmirski,La Liga_2010/2011,1,0,0,2,0.18725204,30,21,5,0,0,75,0.7
Filipe Luís Kasmirski,La Liga_2011/2012,1,0,0,1,0.011122606,32,17,10,0,2,93,0.53125
Filipe Luís Kasmirski,La Liga_2012/2013,1,0,0,0,0.0,14,9,1,1,0,45,0.6428571428571429
Filipe Luís Kasmirski,La Liga_2013/2014,2,0,0,0,0.0,96,63,12,5,2,92,0.65625
Filipe Luís Kasmirski,La Liga_2015/2016,32,1,4,8,0.34777614,2214,1753,123,88,74,94,0.7917795844625113
Filipe Luís Kasmirski,La Liga_2016/2017,2,0,0,1,0.045783762,76,57,7,3,4,93,0.75
Filipe Luís Kasmirski,La Liga_2017/2018,2,0,0,0,0.0,77,57,11,5,1,91,0.7402597402597403
Filipe Luís Kasmirski,La Liga_2018/2019,2,0,0,0,0.0,91,66,4,1,0,93,0.7252747252747253
Filippa Wallén,FA Women's Super League_2019/2020,2,0,0,0,0.0,30,11,1,0,1,93,0.36666666666666664
Filippo Costa,Serie A_2015/2016,6,0,0,0,0.0,73,46,4,1,3,93,0.6301369863013698
Filippo Falco,Serie A_2015/2016,9,0,0,4,0.124197117,142,96,2,2,4,94,0.676056338028169
Filippo Inzaghi,Champions League_2006/2007,1,2,0,2,0.33276035,10,6,0,0,1,87,0.6
Filippo Porcari,Serie A_2015/2016,4,0,0,2,0.041538645,89,70,3,2,0,94,0.7865168539325843
Fin Bartels,1. Bundesliga_2015/2016,30,8,1,43,7.130855082999999,663,487,31,25,39,94,0.7345399698340875
Finn Dahmen,1. Bundesliga_2023/2024,1,0,0,0,0.0,43,29,0,0,0,95,0.6744186046511628
Finn Ole Becker,1. Bundesliga_2023/2024,1,0,0,1,0.013017672,38,33,1,0,0,77,0.868421052631579
Fiona Brown,Women's World Cup_2019,2,0,0,1,0.04180215,2,0,1,0,0,94,0.0
Firas Tariq Nasser Al Albirakan,FIFA World Cup_2022,3,0,1,2,0.124001969,69,46,3,2,2,96,0.6666666666666666
Fiston Kalala Mayele,African Cup of Nations_2023,4,0,0,5,0.712501595,29,23,2,0,0,98,0.7931034482758621
Fitz Hall,Premier League_2003/2004,1,0,0,0,0.0,25,14,5,2,0,92,0.56
Flaminia Simonetti,UEFA Women's Euro_2022,3,0,0,3,0.35477044999999996,118,94,5,4,3,95,0.7966101694915254
Flavia Lorena Benítez,Women's World Cup_2019,3,0,0,3,0.0325946115,87,61,4,3,5,94,0.7011494252873564
Flavia Lorena Benítez,Women's World Cup_2023,2,0,0,1,0.021882987,89,75,1,1,1,95,0.8426966292134831
Flavien Tait,Ligue 1_2021/2022,1,1,0,1,0.17286865,37,34,0,2,1,85,0.918918918918919
Flavien Tait,Ligue 1_2022/2023,1,0,0,0,0.0,1,0,0,0,0,94,0.0
Flavio Roma,Champions League_2003/2004,1,0,0,0,0.0,29,14,0,0,0,83,0.4827586206896552
Flavius Daniliuc,Ligue 1_2021/2022,1,0,0,0,0.0,50,47,4,1,0,78,0.94
Florea Dumitrache,FIFA World Cup_1970,1,1,0,2,0.41028604,13,13,0,0,1,70,1.0
Florence Allen,FA Women's Super League_2018/2019,2,0,0,0,0.0,88,60,7,3,0,90,0.6818181818181818
Florence Allen,FA Women's Super League_2019/2020,6,0,0,1,0.21253395,88,62,4,3,5,94,0.7045454545454546
Florence Allen,FA Women's Super League_2020/2021,16,0,0,1,0.21251939,361,219,31,12,5,95,0.6066481994459834
Florencia Soledad Jaimes,Women's World Cup_2019,3,0,0,3,0.140386073,69,43,2,1,3,93,0.6231884057971014
Florent Balmont,Ligue 1_2015/2016,28,0,1,30,0.7536119600999999,1344,1119,38,18,15,94,0.8325892857142857
Florent Chaigneau,Ligue 1_2015/2016,2,0,0,0,0.0,61,30,0,0,0,89,0.4918032786885246
Florent Malouda,Champions League_2011/2012,1,0,0,0,0.0,13,8,1,0,1,119,0.6153846153846154
Florent Mollet,Ligue 1_2021/2022,1,0,0,1,0.0083693415,26,22,0,4,1,76,0.8461538461538461
Florent Mollet,Ligue 1_2022/2023,1,0,1,1,0.009307115,32,29,0,1,0,69,0.90625
Florent Muslija,1. Bundesliga_2023/2024,1,0,0,0,0.0,20,16,1,0,0,93,0.8
Florent Ogier,Ligue 1_2022/2023,2,0,0,0,0.0,43,37,1,1,0,93,0.8604651162790697
Florent Sinama-Pongolle,La Liga_2006/2007,1,0,0,1,0.011778103,8,6,0,0,0,45,0.75
Florent Sinama-Pongolle,La Liga_2007/2008,2,0,1,3,0.75450839,42,33,1,0,1,92,0.7857142857142857
Florent Sinama-Pongolle,La Liga_2008/2009,2,0,0,1,0.048402708,34,25,0,0,1,93,0.7352941176470589
Florent Sinama-Pongolle,La Liga_2009/2010,1,0,0,0,0.0,7,5,0,0,1,94,0.7142857142857143
Florent Sinama-Pongolle,La Liga_2010/2011,1,0,0,1,0.35864192,18,14,0,1,0,90,0.7777777777777778
Florentin Pogba,Ligue 1_2015/2016,23,0,1,10,0.372243037,986,780,25,33,7,95,0.7910750507099391
Florian Chabrolle,Ligue 1_2022/2023,1,0,0,0,0.0,5,4,0,1,0,89,0.8
Florian Grillitsch,1. Bundesliga_2015/2016,25,1,2,28,2.1785521685000004,913,670,62,52,12,94,0.7338444687842278
Florian Grillitsch,1. Bundesliga_2023/2024,1,0,0,0,0.0,39,35,5,1,0,95,0.8974358974358975
Florian Grillitsch,UEFA Euro_2020,3,0,0,1,0.018588586,169,146,3,5,2,105,0.863905325443787
Florian Grillitsch,UEFA Euro_2024,4,0,1,5,0.19637034,163,140,2,3,0,93,0.8588957055214724
Florian Grégoire Claude Lejeune,La Liga_2016/2017,2,0,0,2,0.113527812,36,25,3,3,0,92,0.6944444444444444
Florian Grégoire Claude Lejeune,La Liga_2020/2021,2,0,0,1,0.017764185,43,30,4,2,0,94,0.6976744186046512
Florian Jungwirth,1. Bundesliga_2015/2016,19,0,0,8,0.2692674385,492,298,51,37,1,94,0.6056910569105691
Florian Kainz,1. Bundesliga_2023/2024,1,0,0,0,0.0,31,24,2,0,2,91,0.7741935483870968
Florian Klein,1. Bundesliga_2015/2016,22,0,1,14,0.60190765,670,481,45,26,9,93,0.7179104477611941
Florian Kohls,1. Bundesliga_2015/2016,1,0,0,1,0.019581541,3,2,1,0,0,90,0.6666666666666666
Florian Marange,Ligue 1_2015/2016,22,0,1,2,0.038430068000000005,950,701,48,24,1,94,0.7378947368421053
Florian Neuhaus,1. Bundesliga_2023/2024,2,0,0,1,0.038628068,61,50,4,2,1,78,0.819672131147541
Florian Niederlechner,1. Bundesliga_2015/2016,12,0,0,5,1.479893304,37,20,3,1,0,93,0.5405405405405406
Florian Pick,1. Bundesliga_2023/2024,2,0,0,1,0.025234042,17,12,0,0,1,95,0.7058823529411765
Florian Raspentino,Ligue 1_2015/2016,11,1,0,8,1.1578381009999998,121,77,5,4,2,93,0.6363636363636364
Florian Sotoca,Ligue 1_2015/2016,1,0,0,1,0.056669258,3,3,1,0,0,92,1.0
Florian Sotoca,Ligue 1_2021/2022,2,0,0,2,0.09717530499999999,53,39,5,3,1,92,0.7358490566037735
Florian Sotoca,Ligue 1_2022/2023,1,0,0,0,0.0,22,16,0,0,2,92,0.7272727272727273
Florian Tardieu,Ligue 1_2021/2022,1,1,0,2,0.802462959,62,53,0,1,0,92,0.8548387096774194
Florian Thauvin,FIFA World Cup_2018,1,0,0,0,0.0,1,1,0,0,0,91,1.0
Florian Thauvin,Ligue 1_2015/2016,16,2,0,17,1.7979390430000002,458,290,16,5,22,94,0.6331877729257642
Florian Thauvin,Premier League_2015/2016,13,0,0,8,0.408411334,216,123,7,5,10,96,0.5694444444444444
Florian Wirtz,1. Bundesliga_2023/2024,32,11,10,71,8.470831041,1841,1543,35,16,69,97,0.8381314502987507
Florian Wirtz,UEFA Euro_2024,5,2,0,8,0.5754050310000001,189,169,4,2,7,124,0.8941798941798942
Florin Andone,La Liga_2014/2015,1,0,0,2,0.29821946,12,10,0,0,0,90,0.8333333333333334
Florin Andone,La Liga_2016/2017,1,0,0,4,0.200057071,22,17,1,0,3,90,0.7727272727272727
Florin Andone,La Liga_2017/2018,1,0,0,2,0.231651934,0,0,0,0,0,91,0.0
Florin Constantin Niţă,UEFA Euro_2024,4,0,0,0,0.0,149,84,0,0,0,94,0.5637583892617449
Florinel Teodor Coman,UEFA Euro_2024,2,0,0,2,0.058125018,31,23,2,1,2,61,0.7419354838709677
Florsie Love Darlina Joseph,Women's World Cup_2023,1,0,0,0,0.0,1,1,0,0,0,93,1.0
Floyd Ayité,Ligue 1_2015/2016,31,7,2,69,5.676142455600001,843,616,33,11,38,97,0.730723606168446
Flávio Nunes Ferreira,La Liga_2013/2014,1,0,0,0,0.0,17,14,1,0,0,92,0.8235294117647058
Fodé Ballo Touré,African Cup of Nations_2023,1,0,0,0,0.0,3,1,2,0,0,96,0.3333333333333333
Fodé Ballo Touré,FIFA World Cup_2022,1,0,0,0,0.0,8,6,0,1,1,94,0.75
Folarin Balogun,Copa America_2024,3,2,0,5,0.246046683,28,20,1,0,1,71,0.7142857142857143
Folarin Balogun,Ligue 1_2022/2023,1,1,0,6,0.9296781949999999,16,10,0,0,1,95,0.625
Foued Kadir,La Liga_2015/2016,8,0,0,10,0.3585137279999999,287,215,9,9,13,92,0.7491289198606271
Fousseni Diabaté,African Cup of Nations_2023,5,0,0,2,0.059205406,101,81,2,1,0,124,0.801980198019802
Fraizer Campbell,Premier League_2015/2016,11,0,0,4,0.5991128099999999,83,57,3,4,2,95,0.6867469879518072
Fran Karačić,FIFA World Cup_2022,2,0,0,3,0.05547327569999999,55,35,3,1,0,97,0.6363636363636364
Frances Kitching,FA Women's Super League_2018/2019,5,0,0,0,0.0,131,65,0,0,0,94,0.4961832061068702
Frances Kitching,FA Women's Super League_2019/2020,4,0,0,0,0.0,121,62,0,0,0,94,0.512396694214876
Francesc Aday Benítez Caraballo,La Liga_2017/2018,2,0,0,0,0.0,51,38,0,2,2,68,0.7450980392156863
Francesc Aday Benítez Caraballo,La Liga_2018/2019,1,0,1,1,0.028683474,44,34,0,2,1,92,0.7727272727272727
Francesc Arnau,La Liga_2005/2006,1,0,0,0,0.0,34,11,0,0,0,92,0.3235294117647059
Francesc Arnau,La Liga_2008/2009,1,0,0,0,0.0,20,9,0,0,0,90,0.45
Francesc Fàbregas i Soler,La Liga_2011/2012,27,9,8,43,5.970865681999998,1760,1498,33,12,44,94,0.8511363636363637
Francesc Fàbregas i Soler,La Liga_2012/2013,26,6,10,33,3.2802607879999996,1839,1611,37,13,36,94,0.8760195758564437
Francesc Fàbregas i Soler,La Liga_2013/2014,29,5,9,37,4.001976205,1746,1503,36,10,30,93,0.8608247422680413
Francesc Fàbregas i Soler,Premier League_2015/2016,37,5,7,48,4.029403814800001,2947,2406,118,33,24,97,0.8164234815066169
Francesca Durante,Women's World Cup_2023,3,0,0,0,0.0,102,93,0,0,0,103,0.9117647058823529
Francesca Kirby,FA Women's Super League_2018/2019,16,7,0,61,8.540188606000001,330,267,4,5,25,96,0.8090909090909091
Francesca Kirby,FA Women's Super League_2019/2020,4,0,3,10,0.803950068,76,54,1,1,1,94,0.7105263157894737
Francesca Kirby,FA Women's Super League_2020/2021,18,16,11,44,7.059816355000001,637,493,31,16,33,96,0.7739403453689168
Francesca Kirby,UEFA Women's Euro_2022,6,2,3,5,0.213455564,144,120,8,3,2,90,0.8333333333333334
Francesca Kirby,Women's World Cup_2019,6,1,1,4,0.252770135,245,192,7,3,11,96,0.7836734693877551
Francesco Acerbi,Serie A_2015/2016,36,4,0,14,2.474009047,1844,1609,52,62,14,94,0.8725596529284165
Francesco Acerbi,UEFA Euro_2020,3,0,1,1,0.061338987,171,163,1,9,1,118,0.9532163742690059
Francesco Bardi,Serie A_2015/2016,2,0,0,0,0.0,41,13,0,0,0,94,0.3170731707317073
Francesco Benussi,Serie A_2015/2016,4,0,0,0,0.0,103,49,0,0,0,92,0.47572815533980584
Francesco Lodi,Serie A_2015/2016,24,1,1,25,1.147902641,1378,1049,18,17,8,94,0.7612481857764877
Francesco Magnanelli,Serie A_2015/2016,34,1,1,18,0.4853713914,2381,1960,86,53,12,95,0.8231835363292734
Francesco Morini,Champions League_1972/1973,1,0,0,0,0.0,33,25,1,1,1,87,0.7575757575757576
Francesco Romano,Serie A_1986/1987,1,0,0,2,0.07900343800000001,57,37,4,1,2,79,0.6491228070175439
Francesco Romano,UEFA Europa League_1988/1989,1,0,0,0,0.0,8,6,0,0,1,117,0.75
Francesco Toldo,Champions League_1999/2000,1,0,0,0,0.0,28,13,0,0,0,92,0.4642857142857143
Francesco Totti,Serie A_2015/2016,13,5,3,22,3.312910072,307,229,8,0,4,94,0.745928338762215
Francis Henry Lee,FIFA World Cup_1970,1,0,0,3,0.36103897799999995,14,13,0,0,2,62,0.9285714285714286
Francis Jeffers,Premier League_2003/2004,1,0,0,2,0.120823749,8,8,0,1,1,93,1.0
Francis Joseph Coquelin,La Liga_2018/2019,2,0,0,0,0.0,38,33,3,2,0,87,0.868421052631579
Francis Joseph Coquelin,La Liga_2019/2020,1,0,0,1,0.030687273,24,21,1,3,0,91,0.875
Francis Joseph Coquelin,La Liga_2020/2021,2,0,0,1,0.025156217,47,39,0,0,1,94,0.8297872340425532
Francis Joseph Coquelin,Premier League_2015/2016,26,0,0,9,0.2358031105,1104,988,78,52,30,95,0.894927536231884
Francis Odinaka Uzoho,African Cup of Nations_2023,1,0,0,0,0.0,3,0,0,0,0,97,0.0
Francis Odinaka Uzoho,FIFA World Cup_2018,3,0,0,0,0.0,57,28,0,0,0,94,0.49122807017543857
Francisca Alejandra Lara Lara,Women's World Cup_2019,3,0,0,5,0.937534332,114,76,5,5,0,95,0.6666666666666666
Francisca Ordega,NWSL_2018,6,1,0,6,1.1769856385,89,58,16,2,9,92,0.651685393258427
Francisca Ordega,Women's World Cup_2019,4,0,0,4,0.27234072200000004,76,41,10,2,11,93,0.5394736842105263
Francisca Ordega,Women's World Cup_2023,2,0,0,2,0.072403274,23,15,4,0,1,121,0.6521739130434783
Francisca Ramos Ribeiro Nazareth Sousa,UEFA Women's Euro_2022,3,0,0,1,0.102696195,37,29,3,1,0,94,0.7837837837837838
Francisca Ramos Ribeiro Nazareth Sousa,UEFA Women's Euro_2025,2,0,1,4,0.443327698,94,75,5,1,5,99,0.7978723404255319
Francisca Ramos Ribeiro Nazareth Sousa,Women's World Cup_2023,3,1,0,5,1.0123803450000002,92,70,2,1,5,96,0.7608695652173914
Francisco Alcácer García,La Liga_2013/2014,1,1,0,1,0.17662118,15,9,1,0,0,72,0.6
Francisco Alcácer García,La Liga_2014/2015,2,0,0,4,0.610741446,16,10,0,0,1,94,0.625
Francisco Alcácer García,La Liga_2015/2016,34,13,5,63,13.127027983999998,480,349,17,14,11,94,0.7270833333333333
Francisco Alcácer García,La Liga_2016/2017,16,5,2,16,4.680488779999999,148,115,5,3,2,93,0.777027027027027
Francisco Alcácer García,La Liga_2017/2018,16,4,3,15,2.9555392989999993,232,188,3,10,5,93,0.8103448275862069
Francisco Alcácer García,La Liga_2019/2020,1,0,0,0,0.0,6,6,0,0,1,35,1.0
Francisco Alcácer García,La Liga_2020/2021,2,0,0,0,0.0,25,18,1,0,0,59,0.72
Francisco Andrés Silva Gajardo,La Liga_2013/2014,2,0,0,1,0.011428565,70,55,9,2,2,92,0.7857142857142857
Francisco António Machado Mota de Castro Trincão,La Liga_2020/2021,25,3,2,20,2.3912969179999997,347,288,7,4,18,95,0.829971181556196
Francisco Bonet Serrano,Copa del Rey_1982/1983,1,0,0,1,0.040696945,21,21,2,1,0,86,1.0
Francisco Borja Enrique Ayesa,La Liga_2005/2006,1,0,0,0,0.0,12,5,7,0,0,90,0.4166666666666667
Francisco Casilla Cortés,La Liga_2011/2012,1,0,0,0,0.0,6,2,0,0,0,92,0.3333333333333333
Francisco Casilla Cortés,La Liga_2012/2013,1,0,0,0,0.0,36,9,0,0,0,92,0.25
Francisco Casilla Cortés,La Liga_2013/2014,2,0,0,0,0.0,65,28,0,0,0,92,0.4307692307692308
Francisco Casilla Cortés,La Liga_2014/2015,2,0,0,0,0.0,52,27,0,0,0,91,0.5192307692307693
Francisco Casilla Cortés,La Liga_2015/2016,4,0,0,0,0.0,87,58,0,0,0,92,0.6666666666666666
Francisco David Sousa Franquelo,La Liga_2007/2008,1,0,0,2,0.15659147,25,15,2,2,0,81,0.6
Francisco Esteban Granados,La Liga_2004/2005,1,0,0,0,0.0,7,4,1,0,0,89,0.5714285714285714
Francisco Evanilson de Lima Barbosa,Copa America_2024,1,0,0,0,0.0,0,0,0,0,0,90,0.0
Francisco Femenía Far,La Liga_2010/2011,2,0,0,3,0.260873266,28,23,2,0,0,93,0.8214285714285714
Francisco Femenía Far,La Liga_2016/2017,2,0,1,0,0.0,56,45,1,2,1,92,0.8035714285714286
Francisco Fernandes Conceição,UEFA Euro_2024,4,1,0,5,0.749735329,127,103,2,1,5,120,0.8110236220472441
Francisco Fortes Calvo,Copa del Rey_1977/1978,1,0,0,0,0.0,19,9,0,1,3,90,0.47368421052631576
Francisco Guillermo Ochoa Magaña,FIFA World Cup_2018,4,0,0,0,0.0,89,59,0,0,0,95,0.6629213483146067
Francisco Guillermo Ochoa Magaña,FIFA World Cup_2022,3,0,0,0,0.0,108,90,0,0,0,96,0.8333333333333334
Francisco Guillermo Ochoa Magaña,La Liga_2015/2016,11,0,0,0,0.0,294,167,0,0,0,93,0.5680272108843537
Francisco Guillermo Ochoa Magaña,La Liga_2016/2017,1,0,0,0,0.0,30,12,0,0,0,88,0.4
Francisco Gámez López,La Liga_2019/2020,2,0,1,0,0.0,62,53,4,1,2,92,0.8548387096774194
Francisco Javier Aguilar García,La Liga_1973/1974,1,0,0,0,0.0,11,7,0,1,1,45,0.6363636363636364
Francisco Javier Calvo Quesada,Copa America_2024,3,1,0,1,0.23077281,113,80,3,4,6,96,0.7079646017699115
Francisco Javier Calvo Quesada,FIFA World Cup_2018,2,0,0,1,0.056129273,55,44,7,2,2,96,0.8
Francisco Javier Calvo Quesada,FIFA World Cup_2022,2,0,0,1,0.014244432,101,85,8,4,4,96,0.8415841584158416
Francisco Javier Casquero Paredes,La Liga_2005/2006,1,1,0,1,0.7835,18,12,0,0,1,91,0.6666666666666666
Francisco Javier Casquero Paredes,La Liga_2006/2007,1,0,0,2,0.057553718000000004,51,44,9,0,2,93,0.8627450980392157
Francisco Javier Casquero Paredes,La Liga_2007/2008,1,0,0,0,0.0,32,25,0,0,0,93,0.78125
Francisco Javier Casquero Paredes,La Liga_2008/2009,1,0,0,0,0.0,33,25,2,0,1,90,0.7575757575757576
Francisco Javier Casquero Paredes,La Liga_2009/2010,2,0,0,1,0.052802335,36,31,2,1,0,89,0.8611111111111112
Francisco Javier Casquero Paredes,La Liga_2010/2011,2,0,0,1,0.047990214,36,21,0,2,0,63,0.5833333333333334
Francisco Javier Casquero Paredes,La Liga_2011/2012,2,0,0,0,0.0,40,30,3,2,1,92,0.75
Francisco Javier Chica Torres,La Liga_2006/2007,1,0,0,0,0.0,26,16,2,1,0,93,0.6153846153846154
Francisco Javier Chica Torres,La Liga_2007/2008,1,0,0,0,0.0,47,34,4,4,1,92,0.723404255319149
Francisco Javier Chica Torres,La Liga_2008/2009,1,0,0,0,0.0,30,18,0,1,1,95,0.6
Francisco Javier Chica Torres,La Liga_2009/2010,1,0,0,0,0.0,48,27,2,1,0,92,0.5625
Francisco Javier Chica Torres,La Liga_2010/2011,2,0,0,0,0.0,72,51,4,0,3,89,0.7083333333333334
Francisco Javier Chica Torres,La Liga_2011/2012,1,0,0,0,0.0,40,29,1,1,2,72,0.725
Francisco Javier Chica Torres,La Liga_2012/2013,2,0,0,0,0.0,66,47,5,4,3,92,0.7121212121212122
Francisco Javier Farinós Zapata,La Liga_2005/2006,1,0,0,0,0.0,40,29,3,0,0,78,0.725
Francisco Javier Farinós Zapata,La Liga_2010/2011,1,0,0,0,0.0,18,13,0,0,0,84,0.7222222222222222
Francisco Javier Farinós Zapata,La Liga_2011/2012,1,0,0,0,0.0,39,28,3,3,1,90,0.717948717948718
Francisco Javier García Fernández,La Liga_2007/2008,1,0,0,2,0.052341946,27,19,2,2,0,93,0.7037037037037037
Francisco Javier García Fernández,La Liga_2008/2009,2,0,0,0,0.0,14,10,0,0,0,92,0.7142857142857143
Francisco Javier García Fernández,La Liga_2017/2018,2,0,0,0,0.0,49,38,0,1,0,92,0.7755102040816326
Francisco Javier García Guerrero,La Liga_2005/2006,1,0,0,0,0.0,16,10,1,0,0,89,0.625
Francisco Javier García Guerrero,La Liga_2007/2008,1,0,0,0,0.0,12,6,0,0,1,90,0.5
Francisco Javier García Guerrero,La Liga_2008/2009,1,0,0,0,0.0,17,13,1,0,1,58,0.7647058823529411
Francisco Javier García Noblejas Hernanz,La Liga_2015/2016,1,0,0,0,0.0,68,49,3,0,0,89,0.7205882352941176
Francisco Javier González Urruticoechea,Copa del Rey_1982/1983,1,0,0,0,0.0,27,26,0,0,0,89,0.9629629629629629
Francisco Javier González Urruticoechea,Copa del Rey_1983/1984,1,0,0,0,0.0,28,28,0,0,0,83,1.0
Francisco Javier Guerrero Martín,La Liga_2017/2018,2,0,0,0,0.0,58,45,1,5,0,92,0.7758620689655172
Francisco Javier Hernández González,Indian Super league_2021/2022,19,6,5,49,4.574011390800001,570,392,16,14,41,95,0.6877192982456141
Francisco Javier Hidalgo Gómez,La Liga_2020/2021,1,0,0,1,0.01992774,12,7,0,1,1,95,0.5833333333333334
Francisco Javier Rodríguez Vílchez,La Liga_2004/2005,2,0,0,0,0.0,36,25,1,1,0,96,0.6944444444444444
Francisco Javier Sánchez Broto,La Liga_2004/2005,1,0,0,0,0.0,20,10,0,0,0,92,0.5
Francisco Javier Vicente Navarro,La Liga_2006/2007,1,0,0,0,0.0,36,33,0,2,0,94,0.9166666666666666
Francisco Javier Yeste Navarro,La Liga_2005/2006,1,0,1,0,0.0,21,15,1,1,0,62,0.7142857142857143
Francisco Javier Yeste Navarro,La Liga_2006/2007,2,1,0,3,0.225747562,78,49,2,0,7,91,0.6282051282051282
Francisco Javier Yeste Navarro,La Liga_2007/2008,1,0,0,2,0.338374534,46,36,0,1,2,93,0.782608695652174
Francisco Javier Yeste Navarro,La Liga_2008/2009,1,0,0,1,0.41867173,38,27,1,1,3,88,0.7105263157894737
Francisco Javier Yeste Navarro,La Liga_2009/2010,2,0,1,1,0.044187874,60,36,3,2,2,90,0.6
Francisco Jesús Pérez Malia,La Liga_2009/2010,2,0,0,0,0.0,64,46,4,3,6,91,0.71875
Francisco Jesús Pérez Malia,La Liga_2010/2011,2,0,0,1,0.04892991,70,56,5,4,5,90,0.8
Francisco Jesús Pérez Malia,La Liga_2011/2012,2,0,0,0,0.0,50,29,4,1,0,92,0.58
Francisco Jiménez Tejada,La Liga_2007/2008,1,0,0,2,0.47104121,18,13,1,0,0,63,0.7222222222222222
Francisco Jiménez Tejada,La Liga_2009/2010,2,0,0,0,0.0,34,22,3,0,0,85,0.6470588235294118
Francisco Joaquín Pérez Rufete,La Liga_2006/2007,1,0,1,0,0.0,19,15,2,0,3,92,0.7894736842105263
Francisco Joaquín Pérez Rufete,La Liga_2007/2008,1,0,0,0,0.0,23,12,0,2,0,57,0.5217391304347826
Francisco José Beltrán Peinado,La Liga_2018/2019,1,0,0,2,0.09209964,26,26,1,0,0,92,1.0
Francisco José Beltrán Peinado,La Liga_2019/2020,1,0,0,1,0.046230435,55,46,1,2,1,90,0.8363636363636363
Francisco José Beltrán Peinado,La Liga_2020/2021,2,0,0,0,0.0,74,69,3,2,0,93,0.9324324324324325
Francisco José Carrasco Hidalgo,Copa del Rey_1982/1983,1,0,0,0,0.0,30,24,3,2,0,89,0.8
Francisco José Carrasco Hidalgo,Copa del Rey_1983/1984,1,0,0,0,0.0,41,25,4,0,4,92,0.6097560975609756
Francisco José Maldonado Collantes,La Liga_2008/2009,1,1,0,3,0.281660558,14,9,0,0,1,62,0.6428571428571429
Francisco José Molinero Calderón,La Liga_2005/2006,1,0,0,1,0.0027377857,29,17,4,1,0,92,0.5862068965517241
Francisco José Molinero Calderón,La Liga_2015/2016,20,0,1,6,0.28178349900000005,612,463,34,26,5,93,0.7565359477124183
Francisco José Olivas Alba,La Liga_2018/2019,2,0,0,1,0.046542387,69,62,5,4,2,93,0.8985507246376812
Francisco José Olivas Alba,La Liga_2019/2020,2,1,0,1,0.24223019,82,79,3,1,2,93,0.9634146341463414
Francisco José Perdomo Borges,La Liga_2015/2016,8,0,0,4,0.18017363,124,91,5,13,10,93,0.7338709677419355
Francisco José Rodrigues da Costa,Champions League_2003/2004,1,0,0,0,0.0,27,16,2,1,0,89,0.5925925925925926
Francisco José Rodriguez Araya,1. Bundesliga_2015/2016,1,0,0,0,0.0,19,16,1,0,0,93,0.8421052631578947
Francisco José Sota Bernard,Indian Super league_2021/2022,5,0,0,13,0.6814465840000001,116,87,8,4,5,96,0.75
Francisco José Sánchez Rodríguez,La Liga_2015/2016,4,0,1,3,0.21392297379999997,128,83,4,2,3,94,0.6484375
Francisco José Villalba Rodrigo,La Liga_2015/2016,1,0,0,0,0.0,4,3,0,0,0,92,0.75
Francisco Manuel Rico Castro,La Liga_2011/2012,1,0,0,0,0.0,35,28,5,0,0,79,0.8
Francisco Manuel Rico Castro,La Liga_2013/2014,1,0,1,0,0.0,21,9,1,5,2,93,0.42857142857142855
Francisco Manuel Rico Castro,La Liga_2014/2015,2,1,0,1,0.7835,48,37,1,0,2,90,0.7708333333333334
