p_id2,start_year,age,bmi,season_days_injured,season_days_injured_prev_season,cumulative_days_injured,injury_days_per_game,injury_trend,severe_season_injury,injury_risk_score
connorwickham,2019,26,24.84350127744671,52,160.0,1832.0,7.428571428571429,-108.0,0,0.23032757079974694
connorwickham,2020,27,24.84350127744671,171,52.0,2748.0,171.0,119.0,1,0.4067027972321156
conorhourihane,2020,29,19.367580538979382,13,0.0,0.0,2.6,13.0,0,0.2590073148424354
conortownsend,2020,27,21.798202394816204,69,0.0,0.0,2.6538461538461537,69.0,1,0.31923313540676573
costelpantilimon,2016,29,23.862101320908863,27,0.0,0.0,9.0,27.0,0,0.27406376998351795
costelpantilimon,2017,30,23.862101320908863,14,27.0,60.0,14.0,-13.0,0,0.24833644894765758
craigcathcart,2016,27,22.224013092640355,82,0.0,0.0,5.125,82.0,1,0.33321412946634243
craigcathcart,2017,28,22.224013092640355,211,82.0,324.0,26.375,129.0,1,0.4355610726859805
craigcathcart,2019,30,22.224013092640355,31,211.0,648.0,1.0333333333333334,-180.0,0,0.18488791590130713
craigdawson,2017,27,23.530632261958655,66,0.0,0.0,2.2758620689655173,66.0,1,0.316006752162248
craigdawson,2019,29,23.530632261958655,19,66.0,85.0,0.6333333333333333,-47.0,0,0.23623922016342286
cucomartina,2017,28,22.104566980374685,16,0.0,0.0,0.7272727272727273,16.0,0,0.26223369808695307
curtisdavies,2016,31,24.568054926814547,58,0.0,0.0,2.1481481481481484,58.0,0,0.3074030635102008
dalestephens,2018,29,21.426832237643044,34,0.0,0.0,1.096774193548387,34.0,0,0.2815919975540593
dalestephens,2019,30,21.426832237643044,26,34.0,95.0,0.7647058823529411,-8.0,0,0.2581073630346475
dalestephens,2020,31,21.426832237643044,35,26.0,190.0,4.375,9.0,0,0.2717261358271892
daleyblind,2017,27,22.22222222222222,89,0.0,0.0,11.125,89.0,1,0.3407423570368837
danburn,2019,27,22.079957362840958,38,0.0,0.0,1.0857142857142856,38.0,0,0.2858938418800828
dangosling,2018,28,23.589835468362743,72,0.0,0.0,2.769230769230769,72.0,1,0.32245951865128347
dangosling,2019,29,23.589835468362743,194,72.0,266.0,7.76,122.0,1,0.42175908252895294
danielamartey,2017,23,22.8390552714877,72,0.0,0.0,8.0,72.0,1,0.32245951865128347
danielamartey,2018,24,22.8390552714877,330,72.0,744.0,33.0,258.0,1,0.5680226510711566
danielamartey,2020,26,22.8390552714877,75,330.0,1488.0,5.769230769230769,-255.0,1,0.17888450188896488
danieljames,2019,22,25.54085276202478,19,0.0,0.0,0.5588235294117647,19.0,0,0.26546008133147075
danieljames,2020,23,25.54085276202478,27,19.0,65.0,1.6875,8.0,0,0.2659027584938078
danielsturridge,2016,27,22.448015122873343,70,0.0,0.0,3.3333333333333335,70.0,1,0.32030859648827165
danielsturridge,2017,28,22.448015122873343,122,70.0,270.0,7.625,52.0,1,0.34522212204613306
dannydrinkwater,2016,26,23.469670406887275,7,0.0,0.0,0.23333333333333334,7.0,0,0.25255454835339997
dannydrinkwater,2017,27,23.469670406887275,130,7.0,427.0,10.0,123.0,1,0.3820571493315566
dannydrinkwater,2018,28,23.469670406887275,127,130.0,854.0,127.0,-3.0,1,0.3244295221276867
dannydrinkwater,2019,29,23.469670406887275,123,127.0,1281.0,20.5,-4.0,1,0.32182965359420207
dannyings,2018,26,23.04002019946976,106,0.0,0.0,4.24,106.0,1,0.359025195422484
dannyings,2020,28,23.04002019946976,61,106.0,455.0,2.033333333333333,-45.0,1,0.26348761652628194
dannyrose,2016,26,24.756761137779485,28,0.0,0.0,1.4736842105263157,28.0,0,0.2751392310650238
dannyrose,2016,26,24.756761137779485,28,28.0,370.0,1.4736842105263157,0.0,0,0.26294970586897987
dannyrose,2016,23,24.0569347455645,28,28.0,740.0,1.4736842105263157,0.0,0,0.2633072266238381
dannyrose,2016,23,24.0569347455645,28,28.0,1110.0,1.4736842105263157,0.0,0,0.26366474737869633
dannyrose,2016,28,22.837370242214536,28,28.0,1480.0,1.4736842105263157,0.0,0,0.2640222681335545
dannyrose,2016,28,22.837370242214536,28,28.0,1850.0,1.4736842105263157,0.0,0,0.26437978888841274
dannyrose,2017,27,24.756761137779485,293,28.0,2220.0,26.636363636363637,265.0,1,0.5497344962423343
dannyrose,2017,27,24.756761137779485,293,293.0,2590.0,26.636363636363637,0.0,1,0.43170167627475137
dannyrose,2017,24,24.0569347455645,293,293.0,2960.0,26.636363636363637,0.0,1,0.43205919702960954
dannyrose,2017,24,24.0569347455645,293,293.0,3330.0,26.636363636363637,0.0,1,0.4324167177844678
dannyrose,2017,29,22.837370242214536,293,293.0,3700.0,26.636363636363637,0.0,1,0.432774238539326
dannyrose,2017,29,22.837370242214536,293,293.0,4070.0,26.636363636363637,0.0,1,0.4331317592941842
dannyrose,2018,28,24.756761137779485,49,293.0,4440.0,1.8148148148148149,-244.0,0,0.17107677616160297
dannyrose,2018,28,24.756761137779485,49,49.0,4810.0,1.8148148148148149,0.0,0,0.28041435317572566
dannyrose,2018,25,24.0569347455645,49,49.0,5180.0,1.8148148148148149,0.0,0,0.28077187393058384
dannyrose,2018,25,24.0569347455645,49,49.0,5550.0,1.8148148148148149,0.0,0,0.28112939468544207
dannyrose,2018,30,22.837370242214536,49,49.0,5920.0,1.8148148148148149,0.0,0,0.28148691544030024
dannyrose,2018,30,22.837370242214536,49,49.0,6290.0,1.8148148148148149,0.0,0,0.2818444361951585
dannysimpson,2017,30,25.27907294015681,38,0.0,0.0,1.3103448275862069,38.0,0,0.2858938418800828
dannyward,2017,27,24.69135802469136,259,0.0,0.0,259.0,259.0,1,0.5235707408928866
dannyward,2017,27,24.69135802469136,259,259.0,380.0,259.0,0.0,1,0.4082265989905465
dannyward,2017,24,24.12214577451276,259,259.0,760.0,259.0,0.0,1,0.40858414510688257
dannyward,2017,24,24.12214577451276,259,259.0,1140.0,259.0,0.0,1,0.4089416912232188
dannyward,2018,28,24.69135802469136,50,259.0,1520.0,3.3333333333333335,-209.0,0,0.18452787130482198
dannyward,2018,28,24.69135802469136,50,50.0,1900.0,3.3333333333333335,0.0,0,0.2781816662417949
dannyward,2018,25,24.12214577451276,50,50.0,2280.0,3.3333333333333335,0.0,0,0.2785392123581311
dannyward,2018,25,24.12214577451276,50,50.0,2660.0,3.3333333333333335,0.0,0,0.27889675847446727
dannyward,2020,30,24.69135802469136,71,50.0,3040.0,71.0,21.0,1,0.3018389873024273
dannyward,2020,30,24.69135802469136,71,71.0,3420.0,71.0,0.0,1,0.29278624895558686
dannyward,2020,27,24.12214577451276,71,71.0,3800.0,71.0,0.0,1,0.293143795071923
dannyward,2020,27,24.12214577451276,71,71.0,4180.0,71.0,0.0,1,0.2935013411882592
dannywelbeck,2016,26,21.32943754565376,3,0.0,0.0,0.17647058823529413,3.0,0,0.2482527040273764
dannywelbeck,2017,27,21.32943754565376,57,3.0,408.0,1.9655172413793103,54.0,0,0.30534088660758224
dannywelbeck,2018,28,21.32943754565376,203,57.0,816.0,22.555555555555557,146.0,1,0.4385179407043305
dannywelbeck,2019,29,21.32943754565376,103,203.0,1224.0,5.421052631578948,-100.0,1,0.26626404765340334
dannywelbeck,2020,30,21.32943754565376,42,103.0,1632.0,1.68,-61.0,0,0.2454709235812237
dannywilliams,2017,28,23.54788069073783,183,0.0,0.0,8.714285714285714,183.0,1,0.44183569869843825
dannywilliams,2017,28,23.54788069073783,183,183.0,366.0,8.714285714285714,0.0,1,0.36054778848406194
dannywilliams,2017,29,22.4981738495252,183,183.0,732.0,8.714285714285714,0.0,1,0.36090529870734184
dannywilliams,2017,29,22.4981738495252,183,183.0,1098.0,8.714285714285714,0.0,1,0.36126280893062174
dannywilliams,2018,29,23.54788069073783,183,183.0,1464.0,30.5,0.0,1,0.3616203191539016
dannywilliams,2018,29,23.54788069073783,183,183.0,1830.0,30.5,0.0,1,0.36197782937718154
dannywilliams,2018,30,22.4981738495252,183,183.0,2196.0,30.5,0.0,1,0.3623353396004614
dannywilliams,2018,30,22.4981738495252,183,183.0,2562.0,30.5,0.0,1,0.3626928498237413
darrenrandolph,2020,33,22.496115607156813,88,0.0,0.0,22.0,88.0,1,0.3396668959553778
darrongibson,2016,29,24.5679012345679,52,0.0,0.0,4.0,52.0,0,0.30095029702116544
daryljanmaat,2016,27,23.37472607742878,78,0.0,0.0,2.7857142857142856,78.0,1,0.3289122851403188
daryljanmaat,2017,28,23.37472607742878,26,78.0,446.0,1.0833333333333333,-52.0,0,0.23839350879583815
daryljanmaat,2018,29,23.37472607742878,97,26.0,892.0,5.105263157894737,71.0,1,0.33841058739148594
daryljanmaat,2019,30,23.37472607742878,92,97.0,1338.0,10.222222222222221,-5.0,1,0.30157524336550806
davidbrooks,2018,21,18.973120173015012,88,0.0,0.0,2.838709677419355,88.0,1,0.3396668959553778
davidbrooks,2019,22,18.973120173015012,325,88.0,483.0,32.5,237.0,1,0.5554753456352189
davidbutton,2018,29,21.518050492036952,41,0.0,0.0,8.2,41.0,0,0.2891202251246005
davidezappacosta,2018,26,21.117157690623632,35,0.0,0.0,7.0,35.0,0,0.28266745863556514
davidmartin,2019,33,24.600752270108035,24,0.0,0.0,4.0,24.0,0,0.27083738673900026
davidmcgoldrick,2019,32,22.096807907073963,60,0.0,0.0,2.0689655172413794,60.0,0,0.30955398567321263
davidmcgoldrick,2020,33,22.096807907073963,18,60.0,78.0,0.5,-42.0,0,0.2378520424290155
davidospina,2016,28,23.78890580986792,24,0.0,0.0,8.0,24.0,0,0.27083738673900026
davidospina,2017,29,23.78890580986792,31,24.0,144.0,5.166666666666667,7.0,0,0.2679670181973259
davidsilva,2017,31,24.46613738803458,11,0.0,0.0,0.36666666666666664,11.0,0,0.25685639267942356
davidsilva,2018,32,24.46613738803458,33,11.0,140.0,0.9705882352941176,22.0,0,0.2759432844149677
davidsilva,2019,33,24.46613738803458,29,33.0,280.0,1.0357142857142858,-4.0,0,0.26213899140778973
davyklaassen,2017,24,21.973162338828924,15,0.0,0.0,1.875,15.0,0,0.26115823700544716
deandreyedlin,2017,24,24.588671847651053,43,0.0,0.0,1.2285714285714286,43.0,0,0.29127114728761233
deandreyedlin,2018,25,24.588671847651053,18,43.0,327.0,0.6,-25.0,0,0.2454733366185659
deandreyedlin,2019,26,24.588671847651053,184,18.0,654.0,10.823529411764707,166.0,1,0.43555998982648003
deandreyedlin,2020,27,24.588671847651053,44,184.0,981.0,6.285714285714286,-140.0,0,0.21132526138424645
deanhenderson,2020,23,23.26869806094183,29,0.0,0.0,2.0714285714285716,29.0,0,0.27621469214652977
deanmarney,2016,32,22.05029153377249,337,0.0,0.0,15.318181818181818,337.0,1,0.6074567052503467
deanmarney,2017,33,22.05029153377249,34,337.0,371.0,34.0,-303.0,0,0.1312953477388056
dejanlovren,2016,27,23.766410140334997,7,0.0,0.0,0.23333333333333334,7.0,0,0.25255454835339997
dejanlovren,2017,28,23.766410140334997,13,7.0,269.0,0.43333333333333335,6.0,0,0.25622771265214817
dejanlovren,2018,29,23.766410140334997,138,13.0,538.0,9.857142857142858,125.0,1,0.38832885443405923
dejanlovren,2019,30,23.766410140334997,51,138.0,807.0,4.636363636363637,-87.0,0,0.23946578867255408
delealli,2016,20,22.15522990184462,10,0.0,0.0,0.2631578947368421,10.0,0,0.25578093159791765
delealli,2017,21,22.15522990184462,13,10.0,194.0,0.35135135135135137,3.0,0,0.25488287563498496
delealli,2018,22,22.15522990184462,104,13.0,388.0,4.0,91.0,1,0.35176215633229696
delealli,2019,23,22.15522990184462,49,104.0,582.0,1.8846153846153846,-55.0,0,0.25219054614119796
delealli,2020,24,22.15522990184462,18,49.0,776.0,1.125,-31.0,0,0.2438538843645161
demaraigray,2018,22,22.098230420520377,31,0.0,0.0,0.8857142857142857,31.0,0,0.27836561430954154
demeacoduhaney,2018,20,21.604938271604937,72,0.0,0.0,36.0,72.0,1,0.32245951865128347
denisodoi,2018,30,21.80103065769936,15,0.0,0.0,0.46875,15.0,0,0.26115823700544716
dennispraet,2019,25,23.80879704526724,4,0.0,0.0,0.14285714285714285,4.0,0,0.24932816510888228
dennispraet,2020,26,23.80879704526724,85,4.0,154.0,5.3125,81.0,1,0.33500425178265547
dennissrbeny,2019,25,22.99168975069252,86,0.0,0.0,9.555555555555555,86.0,1,0.33751597379236603
diafrasakho,2016,27,23.334120982986768,337,0.0,0.0,67.4,337.0,1,0.6074567052503467
diafrasakho,2017,28,23.334120982986768,18,337.0,477.0,1.2,-319.0,0,0.11408818413665522
dieumercimbokani,2016,31,21.32943754565376,146,0.0,0.0,11.23076923076923,146.0,1,0.40204363868272
dimitripayet,2016,29,25.142857142857142,14,0.0,0.0,0.7368421052631579,14.0,0,0.26008277592394125
divockorigi,2016,21,21.678806798473808,14,0.0,0.0,0.4,14.0,0,0.26008277592394125
divockorigi,2017,22,21.678806798473808,18,14.0,44.0,9.0,4.0,0,0.2584616179233009
divockorigi,2019,24,21.678806798473808,12,18.0,88.0,0.41379310344827586,-6.0,0,0.25056693694720944
domingosquina,2018,19,21.46938775510204,91,0.0,0.0,10.11111111111111,91.0,1,0.3428932791998955
domingosquina,2019,20,21.46938775510204,36,91.0,184.0,7.2,-55.0,0,0.24332156963609325
dominicsolanke,2018,21,22.40143369175627,157,0.0,0.0,14.272727272727273,157.0,1,0.41387371057928485
donnyvandebeek,2020,23,22.11570247933885,14,0.0,0.0,0.7,14.0,0,0.26008277592394125
duncanwatmore,2016,22,23.51020408163265,286,0.0,0.0,19.066666666666666,286.0,1,0.5526081900935459
dusantadic,2016,28,23.198315069747565,25,0.0,0.0,0.7352941176470589,25.0,0,0.2719128478205062
dwightgayle,2017,27,24.29633958598821,15,0.0,0.0,0.4166666666666667,15.0,0,0.26115823700544716
dwightgayle,2019,29,24.29633958598821,156,15.0,299.0,7.428571428571429,141.0,1,0.40643390980877847
dwightgayle,2020,30,24.29633958598821,97,156.0,598.0,5.105263157894737,-59.0,1,0.2805141465590389
dwightmcneil,2019,20,20.5042451750326,21,0.0,0.0,0.5384615384615384,21.0,0,0.2676110034944825
dwightmcneil,2020,21,20.5042451750326,20,21.0,41.0,0.5405405405405406,-1.0,0,0.2574752095715599
eberechieze,2020,22,22.386314277122523,166,0.0,0.0,4.742857142857143,166.0,1,0.42355286031283795
edenhazard,2016,25,24.646239882700108,97,0.0,0.0,2.6216216216216215,97.0,1,0.3493460456889309
edenhazard,2018,27,24.646239882700108,19,97.0,463.0,0.5,-78.0,0,0.22235124371309095
edimilsonfernandes,2017,21,20.5761316872428,144,0.0,0.0,9.6,144.0,1,0.3998927165197082
edinsoncavani,2020,33,21.58610207932393,42,0.0,0.0,1.5555555555555556,42.0,0,0.2901956862061064
eliaquimmangala,2017,26,24.021275987303035,262,0.0,0.0,21.833333333333332,262.0,1,0.5267971241374042
eliaskachunga,2017,25,23.355636914530997,147,0.0,0.0,7.35,147.0,1,0.4031190997642259
emersonhyndman,2018,22,20.942687988281254,32,0.0,0.0,16.0,32.0,0,0.2794410753910474
emilesmithrowe,2018,18,19.32133800265668,210,0.0,0.0,210.0,210.0,1,0.4708731478990976
emilesmithrowe,2019,19,19.32133800265668,25,210.0,327.0,8.333333333333334,-185.0,0,0.17852588429482366
emilesmithrowe,2020,20,19.32133800265668,92,25.0,654.0,4.380952380952381,67.0,1,0.33348080884021175
emilkrafth,2019,25,23.04569457586765,151,0.0,0.0,8.38888888888889,151.0,1,0.4074209440902495
emilkrafth,2020,26,23.04569457586765,52,151.0,226.0,3.0588235294117645,-99.0,0,0.23400126545941805
emrecan,2016,22,23.98073805233862,39,0.0,0.0,1.1818181818181819,39.0,0,0.28696930296158873
emrecan,2017,23,23.98073805233862,68,39.0,187.0,2.5185185185185186,29.0,1,0.3010380119320684
endastevens,2019,29,23.291229956104985,12,0.0,0.0,0.3076923076923077,12.0,0,0.2579318537609294
endastevens,2020,30,23.291229956104985,68,12.0,80.0,2.193548387096774,56.0,1,0.31313443017913145
ericbailly,2016,22,22.098214285714292,38,0.0,0.0,1.4615384615384615,38.0,0,0.2858938418800828
ericbailly,2017,23,22.098214285714292,121,38.0,533.0,8.642857142857142,83.0,1,0.3584867935577102
ericbailly,2018,24,22.098214285714292,130,121.0,1066.0,10.0,9.0,1,0.3316892169528339
ericbailly,2019,25,22.098214285714292,174,130.0,1599.0,34.8,44.0,1,0.37533434118659403
ericbailly,2020,26,22.098214285714292,70,174.0,2132.0,5.384615384615385,-104.0,1,0.24412741791885342
ericdier,2016,22,24.769319132465142,14,0.0,0.0,0.3783783783783784,14.0,0,0.26008277592394125
ericdier,2018,24,24.769319132465142,113,14.0,152.0,5.380952380952381,99.0,1,0.3606360439922777
ericdier,2019,25,24.769319132465142,13,113.0,304.0,0.65,-100.0,0,0.20908331020427287
ericdier,2020,26,24.769319132465142,12,13.0,456.0,0.41379310344827586,-1.0,0,0.25317487149354956
erikdurm,2018,26,21.43909510399208,83,0.0,0.0,2.8620689655172415,83.0,1,0.3342895905478483
eriklamela,2016,24,22.85144655452348,388,0.0,0.0,38.8,388.0,1,0.6623052204071476
eriklamela,2018,26,22.85144655452348,133,388.0,652.0,6.65,-255.0,1,0.2149128615159658
eriklamela,2019,27,22.85144655452348,78,133.0,1304.0,3.0,-55.0,1,0.2703881799855841
eriklamela,2020,28,22.85144655452348,53,78.0,1956.0,2.2083333333333335,-25.0,0,0.2681470870810525
erikpieters,2017,29,25.534007671793624,17,0.0,0.0,0.53125,17.0,0,0.26330915916845893
erikpieters,2020,32,25.534007671793624,33,17.0,50.0,1.5714285714285714,16.0,0,0.27325014501499306
ethanampadu,2017,17,21.77793169588152,123,0.0,0.0,61.5,123.0,1,0.37730803380808425
ethanampadu,2018,18,21.77793169588152,76,123.0,370.0,76.0,-47.0,1,0.2723599903321565
ethanampadu,2020,20,21.77793169588152,39,76.0,740.0,1.5,-37.0,0,0.253628076890285
ezrikonsa,2019,21,22.99262444384723,17,0.0,0.0,0.6538461538461539,17.0,0,0.26330915916845893
ezrikonsa,2020,22,22.99262444384723,12,17.0,29.0,0.32432432432432434,-5.0,0,0.25066054189319237
fabiandelph,2016,27,22.79032897344431,126,0.0,0.0,15.75,126.0,1,0.380534417052602
fabiandelph,2017,28,22.79032897344431,61,126.0,536.0,2.652173913043478,-65.0,1,0.2548840464563887
fabiandelph,2018,29,22.79032897344431,60,61.0,1072.0,5.0,-1.0,0,0.28293498875872686
fabiandelph,2019,30,22.79032897344431,205,60.0,1608.0,12.058823529411764,145.0,1,0.4396827738146043
fabiandelph,2020,31,22.79032897344431,84,205.0,2144.0,9.333333333333334,-121.0,1,0.24529251575880556
fabioborini,2016,25,22.839506172839503,112,0.0,0.0,4.48,112.0,1,0.3654779619115194
fikayotomori,2019,22,22.089116143170195,36,0.0,0.0,2.25,36.0,0,0.28374291971707105
florianlejeune,2017,26,23.837549437597428,28,0.0,0.0,1.12,28.0,0,0.2751392310650238
florianlejeune,2018,27,23.837549437597428,394,28.0,515.0,30.307692307692307,366.0,1,0.6565687332301489
florianlejeune,2019,28,23.837549437597428,86,394.0,1030.0,12.285714285714286,-308.0,1,0.16203518450871868
florinandone,2019,26,23.896733432278985,702,0.0,0.0,175.5,702.0,1,1.0
florinandone,2020,27,23.896733432278985,64,702.0,818.0,64.0,-638.0,1,0.0
floringardos,2016,28,23.195253563854067,95,0.0,0.0,95.0,95.0,1,0.34719512352591914
fraizercampbell,2016,29,27.661348476654048,77,0.0,0.0,5.923076923076923,77.0,1,0.3278368240588129
franciscoquelin,2016,25,23.5315732941376,33,0.0,0.0,1.1,33.0,0,0.2805165364725533
franciscoquelin,2017,26,23.5315732941376,232,33.0,411.0,29.0,199.0,1,0.48010331873454626
fraserforster,2016,28,22.895472884334552,11,0.0,0.0,0.28205128205128205,11.0,0,0.25685639267942356
frederikalves,2020,21,21.83589485176787,31,0.0,0.0,31.0,31.0,0,0.27836561430954154
garethbale,2020,31,22.98952425960932,68,0.0,0.0,3.238095238095238,68.0,1,0.3181576743252598
garethbarry,2017,36,23.440532712233864,104,0.0,0.0,4.0,104.0,1,0.35687427325947224
garethmcauley,2016,37,24.046523012953852,92,0.0,0.0,2.4864864864864864,92.0,1,0.3439687402814014
garycahill,2018,33,23.266843852631396,142,0.0,0.0,47.333333333333336,142.0,1,0.3977417943566964
garycahill,2019,34,23.266843852631396,36,142.0,317.0,1.3846153846153846,-106.0,0,0.22082731913128043
garycahill,2020,35,23.266843852631396,139,36.0,634.0,6.619047619047619,103.0,1,0.37909821430853646
garymadine,2018,28,20.487076448663945,16,0.0,0.0,2.6666666666666665,16.0,0,0.26223369808695307
geoffcameron,2016,31,23.025684602944,126,0.0,0.0,6.3,126.0,1,0.380534417052602
geoffcameron,2017,32,23.025684602944,34,126.0,160.0,1.619047619047619,-92.0,0,0.22584503820183882
georgebaldock,2020,27,22.023630760572832,24,0.0,0.0,0.7272727272727273,24.0,0,0.27083738673900026
georgefriend,2016,29,23.530632261958655,104,0.0,0.0,4.16,104.0,1,0.35687427325947224
georginiowijnaldum,2016,26,23.07482993197279,25,0.0,0.0,0.6756756756756757,25.0,0,0.2719128478205062
georginiowijnaldum,2017,27,23.07482993197279,11,25.0,94.0,0.3235294117647059,-14.0,0,0.246008386559918
georginiowijnaldum,2018,28,23.07482993197279,47,11.0,188.0,1.3055555555555556,36.0,0,0.2913532219490957
georginiowijnaldum,2019,29,23.07482993197279,11,47.0,282.0,0.2894736842105263,-36.0,0,0.23685942027180906
giovanilocelso,2019,23,22.34830344991789,55,0.0,0.0,1.896551724137931,55.0,0,0.3041766802656831
giovanilocelso,2020,24,22.34830344991789,134,55.0,197.0,7.052631578947368,79.0,1,0.36484879907343304
glenjohnson,2016,32,21.937769190516445,85,0.0,0.0,3.5416666666666665,85.0,1,0.3364405127108601
glennmurray,2017,34,24.28555092243832,21,0.0,0.0,0.5833333333333334,21.0,0,0.2676110034944825
glennmurray,2018,35,24.28555092243832,27,21.0,60.0,0.6923076923076923,6.0,0,0.265006095710999
glennmurray,2019,36,24.28555092243832,12,27.0,120.0,0.5,-15.0,0,0.24653813697530344
glennwhelan,2016,32,24.69135802469136,12,0.0,0.0,0.3870967741935484,12.0,0,0.2579318537609294
gradydiangana,2020,22,22.44764778034789,43,0.0,0.0,2.0476190476190474,43.0,0,0.29127114728761233
granitxhaka,2016,24,23.861699537375213,10,0.0,0.0,0.30303030303030304,10.0,0,0.25578093159791765
granitxhaka,2017,25,23.861699537375213,9,10.0,90.0,0.23076923076923078,-1.0,0,0.2505789302860915
granitxhaka,2018,26,23.861699537375213,46,9.0,180.0,1.5333333333333334,37.0,0,0.29117364669505824
granitxhaka,2019,27,23.861699537375213,25,46.0,270.0,0.78125,-21.0,0,0.25236348658617275
granthanley,2019,28,22.366669277155616,208,0.0,0.0,13.0,208.0,1,0.46872222573608574
gregcunningham,2018,27,20.902385858042937,26,0.0,0.0,3.25,26.0,0,0.27298830890201203
gregluer,2016,22,22.530864197530864,366,0.0,0.0,366.0,366.0,1,0.6386450766140178
guidocarrillo,2017,26,24.10739753589273,25,0.0,0.0,3.125,25.0,0,0.2719128478205062
hakimziyech,2020,27,20.75638664621209,73,0.0,0.0,3.0416666666666665,73.0,1,0.3235349797327893
harrisonreed,2020,25,23.93714568841815,54,0.0,0.0,1.6875,54.0,0,0.30310121918417726
harryarter,2016,27,22.42791028835885,6,0.0,0.0,0.16666666666666666,6.0,0,0.25147908727189405
harryarter,2018,29,22.42791028835885,99,6.0,191.0,3.8076923076923075,93.0,1,0.34916493505541346
harrykane,2016,23,22.77614305115437,73,0.0,0.0,2.3548387096774195,73.0,1,0.3235349797327893
harrykane,2017,24,22.77614305115437,35,73.0,309.0,0.9210526315789473,-38.0,0,0.2503128480238309
harrykane,2018,25,22.77614305115437,93,35.0,618.0,3.206896551724138,58.0,1,0.33007505515908675
harrykane,2019,26,22.77614305115437,90,93.0,927.0,3.0,-3.0,1,0.3012156930622467
harrykane,2020,27,22.77614305115437,18,90.0,1236.0,0.5,-72.0,0,0.2254841521631079
harrymaguire,2018,25,25.227864583333336,44,0.0,0.0,1.375,44.0,0,0.29234660836911824
harrymaguire,2020,27,25.227864583333336,35,44.0,79.0,1.0,-9.0,0,0.26330467808061936
harrywilson,2019,22,23.551768132169837,20,0.0,0.0,0.625,20.0,0,0.26653554241297667
harrywinks,2016,20,22.74830900676397,59,0.0,0.0,2.6818181818181817,59.0,0,0.3084785245917067
harrywinks,2017,21,22.74830900676397,186,59.0,340.0,10.941176470588236,127.0,1,0.41898109943483325
harrywinks,2018,22,22.74830900676397,81,186.0,680.0,3.0,-105.0,1,0.249863793086426
harrywinks,2019,23,22.74830900676397,8,81.0,1020.0,0.25,-73.0,0,0.21840550517077387
harrywinks,2020,24,22.74830900676397,6,8.0,1360.0,0.375,-2.0,0,0.24932395998246387
harveybarnes,2020,23,21.46739270160067,122,0.0,0.0,4.6923076923076925,122.0,1,0.3762325727265784
henrikhmkhitaryan,2016,27,23.93948099205209,43,0.0,0.0,1.72,43.0,0,0.29127114728761233
henrikhmkhitaryan,2017,28,23.93948099205209,23,43.0,258.0,0.8518518518518519,-20.0,0,0.250850350854553
henrikhmkhitaryan,2018,29,23.93948099205209,70,23.0,516.0,2.6923076923076925,47.0,1,0.31071630027191866
henrikhmkhitaryan,2019,30,23.93948099205209,85,70.0,774.0,21.25,15.0,1,0.30614420655572255
henrilansbury,2019,29,25.015614321357457,14,0.0,0.0,1.2727272727272727,14.0,0,0.26008277592394125
hugolloris,2016,30,22.82329862682964,31,0.0,0.0,0.8857142857142857,31.0,0,0.27836561430954154
hugolloris,2017,31,22.82329862682964,14,31.0,212.0,0.3783783783783784,-17.0,0,0.24654820761063914
hugolloris,2018,32,22.82329862682964,40,14.0,424.0,1.1764705882352942,26.0,0,0.28248484904660837
hugolloris,2019,33,22.82329862682964,116,40.0,636.0,5.2727272727272725,76.0,1,0.35292586684755856
hugolloris,2020,34,22.82329862682964,11,116.0,848.0,0.28205128205128205,-105.0,0,0.20630298969790134
ibrahimadiallo,2020,35,24.074074074074076,32,0.0,0.0,1.391304347826087,32.0,0,0.2794410753910474
ibrahimadiallo,2020,21,19.766341042206346,32,32.0,76.0,1.391304347826087,0.0,0,0.2654554256557932
ibrahimafellay,2016,30,23.456790123456788,340,0.0,0.0,26.153846153846153,340.0,1,0.6106830884948645
ibrahimamadou,2019,26,24.05541655220545,23,0.0,0.0,1.9166666666666667,23.0,0,0.26976192565749435
idrissagueye,2018,29,22.46003435064077,49,0.0,0.0,1.4411764705882353,49.0,0,0.29772391377664775
ignaciopussetto,2019,24,22.839506172839503,13,0.0,0.0,1.625,13.0,0,0.2590073148424354
isaachayden,2018,23,22.835009827725745,20,0.0,0.0,0.7692307692307693,20.0,0,0.26653554241297667
isaachayden,2020,25,22.835009827725745,99,20.0,161.0,3.96,79.0,1,0.3428910663170118
isaacsuccess,2016,20,26.380165289256208,91,0.0,0.0,4.55,91.0,1,0.3428932791998955
isaacsuccess,2017,21,26.380165289256208,75,91.0,535.0,75.0,-16.0,1,0.2852658207634572
isaacsuccess,2018,22,26.380165289256208,39,75.0,1070.0,1.2580645161290323,-36.0,0,0.25407678058070554
isaacsuccess,2019,23,26.380165289256208,330,39.0,1605.0,55.0,291.0,1,0.583525689729599
islamslimani,2016,28,23.342009959257584,71,0.0,0.0,2.9583333333333335,71.0,1,0.3213840575697775
islamslimani,2017,29,23.342009959257584,39,71.0,161.0,2.2941176470588234,-32.0,0,0.25550985344465743
issadiop,2020,23,24.44468062493357,14,0.0,0.0,0.7368421052631579,14.0,0,0.26008277592394125
ivancavaleiro,2018,25,24.97959183673469,43,0.0,0.0,1.7916666666666667,43.0,0,0.29127114728761233
ivancavaleiro,2020,27,24.97959183673469,14,43.0,71.0,0.3783783783783784,-29.0,0,0.24116760625430742
