p_id2,start_year,age,bmi,season_days_injured,season_days_injured_prev_season,cumulative_days_injured,injury_days_per_game,injury_trend,severe_season_injury,injury_risk_score
aymericlaporte,2020,26,23.79552644102909,28,281.0,716.0,1.6470588235294117,-253.0,0,0.1502941267113347
bacarysagna,2016,33,23.40521694214876,163,0.0,0.0,9.055555555555555,163.0,1,0.42032647706832027
bakarysako,2016,28,26.778567923030565,79,0.0,0.0,9.875,79.0,1,0.32998774622182475
bakarysako,2017,29,26.778567923030565,255,79.0,350.0,15.0,176.0,1,0.48422576833056735
bakarysako,2018,30,26.778567923030565,16,255.0,700.0,3.2,-239.0,0,0.14903937659733368
bartoszkapustka,2016,20,20.91070815517618,2,0.0,0.0,2.0,2.0,0,0.24717724294587046
bastianschweinsteiger,2016,32,23.589835468362743,9,0.0,0.0,9.0,9.0,0,0.2547054705164118
benchilwell,2016,20,23.72385641543576,63,0.0,0.0,4.846153846153846,63.0,1,0.3127803689177303
benchilwell,2017,21,23.72385641543576,59,63.0,254.0,2.36,-4.0,0,0.2806047523978664
benchilwell,2018,22,23.72385641543576,24,59.0,508.0,0.6486486486486487,-35.0,0,0.24511313087669262
benchilwell,2019,23,23.72385641543576,31,24.0,762.0,1.1071428571428572,7.0,0,0.26868224708155114
benchilwell,2020,24,23.72385641543576,77,31.0,1016.0,2.75,46.0,1,0.31537377653878657
bendavies,2016,35,23.18339100346021,42,0.0,0.0,1.75,42.0,0,0.2901956862061064
bendavies,2016,35,23.18339100346021,42,42.0,330.0,1.75,0.0,0,0.27173252126454367
bendavies,2016,23,22.775860617793125,42,42.0,660.0,1.75,0.0,0,0.2720899252493342
bendavies,2016,23,22.775860617793125,42,42.0,990.0,1.75,0.0,0,0.2724473292341247
bendavies,2016,21,21.62162162162162,42,42.0,1320.0,1.75,0.0,0,0.27280473321891513
bendavies,2016,21,21.62162162162162,42,42.0,1650.0,1.75,0.0,0,0.2731621372037056
bendavies,2018,37,23.18339100346021,32,42.0,1980.0,1.1428571428571428,-10.0,0,0.26276493037343707
bendavies,2018,37,23.18339100346021,32,32.0,2310.0,1.1428571428571428,0.0,0,0.2676034221978355
bendavies,2018,25,22.775860617793125,32,32.0,2640.0,1.1428571428571428,0.0,0,0.26796082618262596
bendavies,2018,25,22.775860617793125,32,32.0,2970.0,1.1428571428571428,0.0,0,0.26831823016741646
bendavies,2018,23,21.62162162162162,32,32.0,3300.0,1.1428571428571428,0.0,0,0.2686756341522069
bendavies,2018,23,21.62162162162162,32,32.0,3630.0,1.1428571428571428,0.0,0,0.2690330381369974
bendavies,2019,38,23.18339100346021,153,32.0,3960.0,8.052631578947368,121.0,1,0.3995212329840017
bendavies,2019,38,23.18339100346021,153,153.0,4290.0,8.052631578947368,0.0,1,0.346015961136705
bendavies,2019,26,22.775860617793125,153,153.0,4620.0,8.052631578947368,0.0,1,0.3463733651214955
bendavies,2019,26,22.775860617793125,153,153.0,4950.0,8.052631578947368,0.0,1,0.34673076910628603
bendavies,2019,24,21.62162162162162,153,153.0,5280.0,8.052631578947368,0.0,1,0.34708817309107654
bendavies,2019,24,21.62162162162162,153,153.0,5610.0,8.052631578947368,0.0,1,0.347445577075867
bendavies,2020,39,23.18339100346021,103,153.0,5940.0,4.904761904761905,-50.0,1,0.29402992698536246
bendavies,2020,39,23.18339100346021,103,103.0,6270.0,4.904761904761905,0.0,1,0.3164342831410239
bendavies,2020,27,22.775860617793125,103,103.0,6600.0,4.904761904761905,0.0,1,0.31679168712581435
bendavies,2020,27,22.775860617793125,103,103.0,6930.0,4.904761904761905,0.0,1,0.31714909111060485
bendavies,2020,25,21.62162162162162,103,103.0,7260.0,4.904761904761905,0.0,1,0.31750649509539536
bendavies,2020,25,21.62162162162162,103,103.0,7590.0,4.904761904761905,0.0,1,0.3178638990801858
bengibson,2018,25,22.79035792549306,89,0.0,0.0,44.5,89.0,1,0.3407423570368837
bengibson,2019,26,22.79035792549306,188,89.0,277.0,188.0,99.0,1,0.40768851983894555
bengodfrey,2019,21,22.214876033057863,44,0.0,0.0,1.4193548387096775,44.0,0,0.29234660836911824
bengodfrey,2020,22,22.214876033057863,11,44.0,55.0,0.34375,-33.0,0,0.2374916916582608
benhamer,2016,29,23.3878675437117,171,0.0,0.0,171.0,171.0,1,0.42893016572036746
benhamer,2018,31,23.3878675437117,68,171.0,239.0,8.5,-103.0,1,0.2422465526263552
benikafobe,2017,24,23.191694785352404,21,0.0,0.0,1.1666666666666667,21.0,0,0.2676110034944825
benjaminmendy,2017,23,24.348672997321643,247,0.0,0.0,30.875,247.0,1,0.5106652079148157
benjaminmendy,2018,24,24.348672997321643,351,247.0,778.0,31.90909090909091,104.0,1,0.5125468046187127
benjaminmendy,2019,25,24.348672997321643,58,351.0,1556.0,2.9,-293.0,0,0.15119142104399225
benjaminmendy,2020,26,24.348672997321643,58,58.0,2334.0,4.142857142857143,0.0,0,0.28248683455576584
benjohnson,2018,18,21.74171791311248,7,0.0,0.0,3.5,7.0,0,0.25255454835339997
benmee,2017,28,23.80879704526724,57,0.0,0.0,1.9,57.0,0,0.30632760242869495
benmee,2020,31,23.80879704526724,132,57.0,189.0,4.258064516129032,75.0,1,0.36180158310921373
benosborn,2020,26,24.100305252358,24,0.0,0.0,0.96,24.0,0,0.27083738673900026
benwatson,2016,31,23.385271733145583,92,0.0,0.0,18.4,92.0,1,0.3439687402814014
benwilmot,2018,19,22.634676324128566,23,0.0,0.0,7.666666666666667,23.0,0,0.26976192565749435
beramkayal,2017,29,23.355636914530997,71,0.0,0.0,3.55,71.0,1,0.3213840575697775
beramkayal,2018,30,23.355636914530997,10,71.0,81.0,0.5263157894736842,-61.0,0,0.22431932317085587
berndleno,2018,26,22.899353647276087,35,0.0,0.0,1.0606060606060606,35.0,0,0.28266745863556514
berndleno,2019,27,22.899353647276087,67,35.0,105.0,2.161290322580645,32.0,1,0.3017535108792084
billygilmour,2020,19,23.01038062283737,131,0.0,0.0,21.833333333333332,131.0,1,0.3859117224601315
billyjones,2016,29,23.76543209876543,52,0.0,0.0,1.8571428571428572,52.0,0,0.30095029702116544
boazmyhill,2016,34,25.21860694608152,40,0.0,0.0,40.0,40.0,0,0.28804476404309465
bradsmith,2016,22,22.39409512499744,35,0.0,0.0,5.833333333333333,35.0,0,0.28266745863556514
bradsmith,2017,23,22.39409512499744,136,35.0,338.0,136.0,101.0,1,0.37596264997234596
brandonwilliams,2019,19,21.132713440405748,4,0.0,0.0,0.2222222222222222,4.0,0,0.24932816510888228
brandonwilliams,2020,20,21.132713440405748,22,4.0,26.0,4.4,18.0,0,0.26723923917001136
branislavivanovic,2016,32,26.588750913075238,21,0.0,0.0,1.5,21.0,0,0.2676110034944825
branislavivanovic,2020,36,26.588750913075238,10,21.0,46.0,0.7142857142857143,-11.0,0,0.24672150677835286
brendangalloway,2016,20,21.389756041160823,18,0.0,0.0,4.5,18.0,0,0.2643846202499649
brunomartinsindi,2017,25,22.595568541514485,60,0.0,0.0,3.3333333333333335,60.0,0,0.30955398567321263
bryanoviedo,2016,26,22.81638723634397,34,0.0,0.0,2.4285714285714284,34.0,0,0.2815919975540593
bukayosaka,2019,18,21.304128266633,12,0.0,0.0,0.4444444444444444,12.0,0,0.2579318537609294
bukayosaka,2020,19,21.304128266633,10,12.0,22.0,0.30303030303030304,-2.0,0,0.2507465268250712
callumpaterson,2018,24,21.7335354170837,73,0.0,0.0,2.607142857142857,73.0,1,0.3235349797327893
callumrobinson,2019,24,23.671253629592226,10,0.0,0.0,0.5882352941176471,10.0,0,0.25578093159791765
callumrobinson,2020,25,23.671253629592226,11,10.0,127.0,0.3793103448275862,1.0,0,0.25273099118708453
callumwilson,2016,24,20.37037037037037,260,0.0,0.0,12.380952380952381,260.0,1,0.5246462019743926
callumwilson,2016,19,20.52892162782273,260,260.0,443.0,12.380952380952381,0.0,1,0.40885408479570967
callumwilson,2018,26,20.37037037037037,72,260.0,886.0,2.3225806451612905,-188.0,1,0.20702508109655485
callumwilson,2018,21,20.52892162782273,72,72.0,1329.0,2.3225806451612905,0.0,1,0.2912687250779693
callumwilson,2019,27,20.37037037037037,12,72.0,1772.0,0.3333333333333333,-60.0,0,0.22709873981156964
callumwilson,2019,22,20.52892162782273,12,12.0,2215.0,0.3333333333333333,0.0,0,0.2543429464731714
callumwilson,2020,28,20.37037037037037,99,12.0,2658.0,3.6666666666666665,87.0,1,0.34826574018813894
callumwilson,2020,23,20.52892162782273,99,99.0,3101.0,3.6666666666666665,0.0,1,0.3096379556075044
calumchambers,2016,21,21.139944939750333,63,0.0,0.0,2.423076923076923,63.0,1,0.3127803689177303
calumchambers,2017,22,21.139944939750333,58,63.0,458.0,4.461538461538462,-5.0,0,0.2795299161303512
calumchambers,2018,23,21.139944939750333,22,58.0,916.0,0.6875,-36.0,0,0.24341156712562304
calumchambers,2019,24,21.139944939750333,315,22.0,1374.0,21.0,293.0,1,0.5750112862391202
carljenkinson,2018,26,22.4981738495252,72,0.0,0.0,18.0,72.0,1,0.32245951865128347
cenktosun,2018,27,23.291229956104985,61,0.0,0.0,2.3461538461538463,61.0,1,0.31062944675471854
cenktosun,2019,28,23.291229956104985,275,61.0,558.0,25.0,214.0,1,0.5138013281019561
cenktosun,2020,29,23.291229956104985,222,275.0,1116.0,37.0,-53.0,1,0.361622943768286
charlieaustin,2016,27,23.766410140334997,143,0.0,0.0,8.9375,143.0,1,0.39881725543820223
charlieaustin,2017,28,23.766410140334997,98,143.0,273.0,3.92,-45.0,1,0.2870576163715664
charlieaustin,2018,29,23.766410140334997,32,98.0,546.0,1.2307692307692308,-66.0,0,0.2362407719235982
charliedaniels,2016,30,23.671253629592226,17,0.0,0.0,0.4857142857142857,17.0,0,0.26330915916845893
charliedaniels,2018,32,23.671253629592226,190,17.0,631.0,8.636363636363637,173.0,1,0.4421039967425059
charliedaniels,2019,33,23.671253629592226,424,190.0,1262.0,141.33333333333334,234.0,1,0.6169554770176978
charlietaylor,2017,24,21.17853908039854,5,0.0,0.0,0.4166666666666667,5.0,0,0.25040362619038814
charlietaylor,2019,26,21.17853908039854,30,5.0,142.0,1.2,25.0,0,0.27540558943311244
charlietaylor,2020,27,21.17853908039854,107,30.0,284.0,3.566666666666667,77.0,1,0.3473693532349276
chrisbasham,2020,32,22.877405702193368,3,0.0,0.0,0.09375,3.0,0,0.2482527040273764
chrisbrunt,2016,32,24.46422067436157,238,0.0,0.0,7.4375,238.0,1,0.5009860581812627
chrismepham,2019,22,20.558646966914285,157,0.0,0.0,12.076923076923077,157.0,1,0.41387371057928485
chrissmalling,2016,27,22.071938168846614,91,0.0,0.0,4.7894736842105265,91.0,1,0.3428932791998955
chrissmalling,2018,29,22.071938168846614,57,91.0,313.0,2.28,-34.0,0,0.2659070484370011
christianatsu,2017,25,23.421884493127525,103,0.0,0.0,3.5517241379310347,103.0,1,0.3557988121779663
christianatsu,2019,27,23.421884493127525,12,103.0,115.0,0.6,-91.0,0,0.21213204563472995
christianbenteke,2017,27,22.99168975069252,55,0.0,0.0,1.71875,55.0,0,0.3041766802656831
christianbenteke,2018,28,22.99168975069252,146,55.0,264.0,8.588235294117647,91.0,1,0.37775478981081045
christianbenteke,2019,29,22.99168975069252,49,146.0,528.0,1.96,-97.0,0,0.2333727868374089
christianbenteke,2020,30,22.99168975069252,14,49.0,792.0,0.45161290322580644,-35.0,0,0.23919684824766457
christianeriksen,2018,26,22.98493181394573,28,0.0,0.0,0.7777777777777778,28.0,0,0.2751392310650238
christianeriksen,2019,27,22.98493181394573,5,28.0,265.0,0.23809523809523808,-23.0,0,0.23821371957106377
christianfuchs,2017,31,24.96811224489797,9,0.0,0.0,0.34615384615384615,9.0,0,0.2547054705164118
christianfuchs,2020,34,24.96811224489797,56,9.0,65.0,5.6,47.0,0,0.30157221769708675
christiankabasele,2016,25,23.850912865295985,52,0.0,0.0,3.0588235294117645,52.0,0,0.30095029702116544
christiankabasele,2018,27,23.850912865295985,22,52.0,85.0,1.0,-30.0,0,0.24573912638339165
christiankabasele,2019,28,23.850912865295985,11,22.0,170.0,0.39285714285714285,-11.0,0,0.24770663657901482
christianpulisic,2019,21,22.479201851504357,172,0.0,0.0,6.615384615384615,172.0,1,0.4300056268018734
christianpulisic,2020,22,22.479201851504357,108,172.0,382.0,3.857142857142857,-64.0,1,0.284817444801117
christianwalton,2020,25,19.56607495069034,132,0.0,0.0,132.0,132.0,1,0.38698718354163736
christopherschindler,2018,28,22.02252643169751,17,0.0,0.0,0.4473684210526316,17.0,0,0.26330915916845893
christophzimmermann,2019,26,23.44829418641726,177,0.0,0.0,9.833333333333334,177.0,1,0.43538293220940283
chriswood,2017,26,25.8096374382363,78,0.0,0.0,3.12,78.0,1,0.3289122851403188
chriswood,2018,27,25.8096374382363,7,78.0,172.0,0.1794871794871795,-71.0,0,0.21795847805227905
chriswood,2019,28,25.8096374382363,70,7.0,344.0,2.121212121212121,63.0,1,0.3178846646961878
chriswood,2020,29,25.8096374382363,17,70.0,516.0,0.5,-53.0,0,0.23301078883466605
chubaakpom,2016,21,21.758821676118465,101,0.0,0.0,101.0,101.0,1,0.3536478900149545
ciaranclark,2017,28,23.575243119694672,31,0.0,0.0,1.4761904761904763,31.0,0,0.27836561430954154
ciaranclark,2018,29,23.575243119694672,90,31.0,407.0,7.5,59.0,1,0.3282840541980993
ciaranclark,2019,30,23.575243119694672,243,90.0,814.0,16.2,153.0,1,0.46674878979730944
ciaranclark,2020,31,23.575243119694672,43,243.0,1221.0,1.8695652173913044,-200.0,0,0.18381202495979124
claudiobravo,2016,33,23.62948960302457,57,0.0,0.0,2.4782608695652173,57.0,0,0.30632760242869495
claudiobravo,2016,19,24.495375850923217,57,57.0,396.0,2.4782608695652173,0.0,0,0.2811429857801056
claudiobravo,2018,35,23.62948960302457,264,57.0,792.0,264.0,207.0,1,0.5041210136890025
claudiobravo,2018,21,24.495375850923217,264,264.0,1188.0,264.0,0.0,1,0.4120785664734631
collinquaner,2017,26,21.655108138483047,41,0.0,0.0,1.5185185185185186,41.0,0,0.2891202251246005
collinquaner,2018,27,21.655108138483047,36,41.0,219.0,12.0,-5.0,0,0.26572731711536013
connorwickham,2016,23,24.84350127744671,470,0.0,0.0,52.22222222222222,470.0,1,0.7504930290906314
connorwickham,2018,25,24.84350127744671,160,470.0,916.0,22.857142857142858,-310.0,1,0.20720554848196898
